en	twi
“With the overall objective of creating a favourable environment to spur private sector-led growth, the Government of Ghana recognizes the importance of a substantial allocation of development capital to critical economic sectors at sustainable interest rates and longer tenures.	Botaeɛ tiririw a watu asi hɔ sɛ wɔde bɛbue akwan a ɛbɛboa ama ankorɛankorɛ nnwuma anyini no, Ghana aban nim mfasoɔ a mpuntuo dwatire a yɛde wura sikasɛm asoeɛ a ɛdi akotene mu na yama wɔn mmerɛ tenten de atua sika no ho mfasoɔ.
He added that “it will enable us to reduce the population of mosquitoes.”	Ɔtoaa so sɛ, “yei bɛboa ama yate ntontom dodoɔ so”
Asamoah still has one more month to go before he graduates.	Sɛ́ Asamoah da so ara wɔ ɔsram biako bio a ɛsɛ sɛ ɔkɔ ansa na wawie sukuu.
Degas was born more than 150 years ago.	Bɛboro mfe 150 ni na wɔwoo Degas.
Even though she did not want to disappoint her client, she had to sacrifice the client for her daughter.	Ƹwom sɛ na ɔmpɛ sɛ onipa a ɔne no wɔ nhyiam no werɛ bɛho deɛ, nanso na ɛsɛ sɛ ne ba no nti ɔde no bɔ afɔdeɛ.
Mr. Amar Deep S. Hari, the Chief Executive Officer of IPMC, who commissioned the items, on a virtual platform for distribution from India’s famous mosque, Dargah Nizamuddin in New Delhi, India, expressed his gratitude to Ghanaians for this assistance.	Mr. Amar Deep S. Hari, panin paa a ɔda IPMC adwuma ano na daa sa akyɛdeɛ yi adi firii Indiaman Kramodan a agye din Dargah Nizamuddin a ɛwɔ New Delhi. Ɔdaa Ghanafoɔ ase wɔ wɔn mmoa.
I'm here by choice.	Mede me pɛ na ɛwɔ ha
The Operation Halt II patrol that accompanies the team was ordered to destroy logistics chanced upon in these areas,” the statement added.	Ɔhyɛɛ Operation Halt II dwumadie no mu nnipa no sɛ wɔn nhye mfidie biara ɔbɛhunu wɔ saa mmeaeɛ yi nyinaa ara”
Oxygen from the air dissolves in water.	Nsu mu ahoɔdennuru a efi mframa mu nana nsu mu.
he added elections will be conducted in such a way that what people will choose will at the end of the day become those who will lead the country at the district, parliamentary and Presidential levels.	Ɔkaa sɛ abatoɔ nhyehyeeɛ no bɛkɔ so kwan bi so a nea amanfoɔ bɛtɔ aba ama wɔn wɔ abatoɔ akyi no ara na bɛdi ɔman no anim wɔ mansini, mmarahyɛbɛdwa fie ne ɔmanpanin mpɛmpɛnsoɔ nyinaa ara
But technology can affect people subtly in ways they do not realize​—even in ways they do not want.	Nanso nea ɛte ne sɛ, abɛɛfo mfiri betumi de obi ayɛ akoa anaa ɛde ɔhaw abrɛ no, bere mpo a n’ani nna.
The Headmistress decorated her private hostel with students beds meant for the school.	Ɔbaa a ɔda sukuu no ano de mpa a ɛwɔ sukuu no na akɔsisi sukuufoɔ no daberɛ.
Asamoah wants to move here.	Asamoah pɛ sɛ otu kɔ hɔ.
These might include not eating enough, binge eating, or denying yourself an random treat	Aduan pa a obi bedi no nkyerɛ sɛ ɔrennidi mmee, ɔbɛkyen ne ho kɔm na akyiri yi wadidi bebree, anaa ɔde biribi a ɔpɛ paa bɛkame ne ho.
His body has since been deposited at the James Hospital Morgue pending on autopsy.	Wɔde n’amu no akɔhyɛ James Ayaresabea Mɔkyere retwɛn sɛ Dɔkotafoɔ bɛyɛ nhwehwɛmu.
I'll be singing a song at Asamoah and Abena's wedding.	Na mɛto dwom wɔ Asaah ne Abena ayeforohyia ase.
She added that he defiled her several times. ASP Larye said in view of the trauma the 10-year-old has endured over the period, a Psychologist has been engaged to counsel her.	Ɔde kaa ho sɛ papa no too no mmonnaa mpɛn pii nti ɛnam so ama wɔde ababaawa no ama dɔkota ɔhwehwɛ nipa adwene mu sɛ ɔmboa no.
On Friday, May 14, this year, the Kaneshie District Court remanded the accused into Police custody but they applied for bail at the High Court.	Fiada, Kɔtɔnimaa 14, afe yi, Kaneshie District Court de nnipa a wɔabɔ wɔn soboɔ yi wɔmfa wɔn nkɔhyɛ polisi akakye nanso wɔsrɛɛ sɛ High Court no mma wɔn bail.
Call me up whenever you need my help.	Bere biara a wuhia me mmoa no, frɛ me.
How can you reduce the impact of the “everyday troubles that married people will have”?	Wobɛyɛ dɛn ama nhyɛso a “da biara ɔhaw ahorow a awarefo behyia” de ba no so atew?
Researchers at the Pine Street Foundation, a cancer research institute, say that the dog’s brain and nose work together to be “one of the most sophisticated odor detection devices on the planet.	Nhwehwɛmufo bi wɔ apɔwmuden asoɛe bi a wɔfrɛ no Pine Street Foundation; wɔyɛ kokoram ho nhwehwɛmu.
“I encourage our workers to give in their best because at the end of the day they are going to pay for whatever they are doing. And once you have been paid for it, we need to go out there and do our best so that the programme would be a success.”	“Merehyɛ mo nkuran sɛ momfa moakoma nyinaa ara nhyɛ adwuma biara moreyɛ mu firisɛ awieɛ no wɔn bɛtua nea wɔreyɛ ho ka.
Kwabena wondered why Abena was so mad.	Kwabena susuw nea enti a na Abena bo afuw saa no ho.
This feat is the equivalent of tasting about a quarter teaspoon of sugar dissolved in an Olympic-sized swimming pool.	Sɛ yɛbɛte ase paa a, yebetumi de atoto ho sɛ obi de asikre ketewaa bi agu nsu bebree a ɛtaa hɔ mu, na waka ahwɛ atumi ate asikre no dɛ wɔ nsu no mu.
Instead of creating well-adjusted, excited children, the self-esteem movement has created an army of little narcissists.	Sɛ́ anka tirimdɛ no bɛma mmofra no anya suban pa ne anigye no, ama mmofra no kyerɛ wɔn ho mmom.
All he wants is mutual responsibility and accountability for our actions.	Nea ɔpɛ ara ne asodie ne akontabuo wɔ afa nu nyinaa ara.
Rosa Parks refused to give up her seat for a white passenger.	Rosa Parks ampene so sɛ ɔbɛma obi a ɔyɛ aborɔfo atra ne akongua so.
It has also reported 3,511 fatalities, on Tuesday, the lowest single-day death toll since May 4,2021.	Nnipa mpem mmeɛnsa ne ahanu du baako na wuui Beneda, dakoro wuo nkontabuo a ɛwɔ fam paa fiti Kɔtɔnima da a ɛtɔ so nan wɔ afe mpem mmienu ne aduonu baako mu.
For example, you could prepare your own meals instead of eating out	Sɛ́ anka mobɛkɔ akodidi abɔnten no, mubetumi anoa aduan wɔ fie adi
Melody Owusu was rushed to Margret Marquart Catholic Hospital in Kpando for medical attention.	Ɔde Melody Owusu kɔɔ Margret Marquart Catholic Hospital a ɛwɔ Kpando ayarehwɛ.
There are some mines that are paying, but many are not paying sufficiently, relative to how much they are taking out of our country.”	Fagutubea nnwuma bi retua nanso mu fa kɛseɛ no ara na wɔnntua sika no yie nanso tu a na wɔretu fagudeɛ firi ɔman yi mu.”
These are allied health professionals.	Yei ne Apɔmuden Adwumayɛfoɔ.
The thief used a screwdriver to break into the car.	Ná owifo no de owiyammo bi a emu yɛ duru di dwuma de kɔ kar no mu.
This timely intervention by MASLOC was a brilliant concept meant to support the operations of MASLOC by processing loan disbursement digitally, increase access to their products and services, reduce the human interface in their operations and increase efficiency through enhanced performance.	Na MASLOC ntamgyina a ɛbaa mmerepa mu no yɛ trimupɛ nyansafoɔ a wɔyɛɛ sɛ mmoa MASLOC dwumadie wɔ boseabɔ nhyehyɛeɛ wɔ abɛɛfo kwan so, ɛpagya MASLOC adwadeɛ ne nnwuma, ɛte nnipa mpu ne mpu nkitahodie wɔ wɔn nnwuma mu na asan apagya mmɔdenmmɔ mu.
Why haven't you told Jane that she owes 300 dollars?	Adɛn nti na wonka nkyerɛɛ Jane sɛ ɔde dɔla ka 300?
So don’t overreact to such emotionally charged statements as “You never listen” or “You are always late.	Enti sɛ wo hokafo de abufuw keka nsɛm bi te sɛ “Wɔka biribiara kyerɛ wo a wonte,” anaa “Wo de, daa woka akyi” a, mma wo bo mfuw.
“What is happening at KATH is an affront on the practice of medical laboratory science in Ghana.	“Nea ɛrekɔ so wɔ KATH no bu mpɛnsɛmpɛnsɛmmubea adwumayɛ a ɛwɔ Ghana animtia.
If anyone thinks he is something when he is nothing, he is deceiving himself.	Sɛ obi bu ne ho sɛ ɔyɛ obi na ɔnyɛ hwee a, na ɔredaadaa ne ho.
But when their attention is divided, they may not perform either task well, especially when both require concentration.	Nanso, wɔn a wɔyɛ saa no, esiane sɛ wɔn adwene wɔ ha, wɔ ha nti, nea wɔreyɛ no, wontumi nyɛ emu biara yiye.
Sanitary towels are not luxury items. But stakeholders say taxes levied on the products claws back on the gains that the country has made in promoting girl child education	Amoaseɛ a ɛmmaa de siesie wɔn ho no ɛnnyɛ anigyeɛ adeɛ a ɛsɛ sɛ boɔ yɛ dene. Nanso wɔn a wɔwɔ kyɛfa wɔ asɛm yi mu no ka sɛ, ɛtoɔ a wɔde ato amoaseɛ yi soɔ no ɛsanka mfasoɔ a ɔman no anya wɔ ɛmmaayewa nwomasua mu.
The Laboratory Scientists have been on a sit-down strike for close to a week now, in protest against the decision.	Mpɛnsɛmpɛnsɛmmubea animdefoɔ atuateɛ a wate atia saa agyinaeɛ yi rekɔ bɛyɛ nnawɔtwe baako.
We were attending to a customer when a built fair tall man entered and held the customer.	“Na yɛne obi a ɔrebɛdi ne dwuma wɔ hɔ reyɛ adwuma na aberanteɛ tenten kɔkɔɔ bi bɔ wuraa hɔ bɛsɔɔ ne mu.
“The Union will also want to use this opportunity to renew its call and advocacy on the need for government to prioritize the ratification of International Labour Organization Convention 176 (Safety and Health in the Mines Convention) in order to further tighten and align the industry’s health and safety regulatory framework to globally acceptable standards”, it said in a statement.	"Nkabomkuo no bɛfa saa akwannya yi so de ato aban nkra foforɔ sɛ ɔmma International Labour Organization COnvention 176 nkrata san no ho nhia no. (Banbɔ ne Apɔmuden wɔ Fagudeɛtubea Nteaseɛ) sɛnea ɛbɛyɛ a ɔbɛmia banbɔ ne apɔmuden nhyehyɛeɛ a yagye ato mu waisea afanaa nyinaa ara"""
On average, a girl will have 13 menstruation circles a year.	Ne korakora mu no, abaawea betumi akyima mperɛ dummiɛnsa(13) afe baako emu.
You regularly go out with a certain member of the opposite sex. Are you dating?	Wo ne ɔbaa anaa ɔbarima bi taa pue. Yebetumi aka sɛ wo ne no nam anaa?
A soft and flexible robotic arm would be invaluable in surgery	Robɔt a ne nsa mu yɛ mmerɛw na ne nsa no tumi dannan betumi aboa dɔkotafo pa ara ma wɔayɛ oprehyɛn.
Confining him may only make him want to escape; constantly criticizing his friends might only increase their appeal; eavesdropping could compel him to find ways to communicate with his friends behind your back.	Sɛ woka abofra hyɛ a, ɛma ɔno nso pɛ kwan a ɔbɛfa so atetew ne ho; sɛ wotaa kasa tia ne nnamfonom a, ebetumi ama wabɛn wɔn kɛse; sɛ wuwia wo ho tie nkɔmmɔ a wɔbɔ wɔ telefon so a, ɛbɛma wahwehwɛ ɔkwan foforo a ɔne ne nnamfonom bɛbɔ nkɔmmɔ a wunhu akyi.
Achimota School has backed down on its decision to freeze the court order to admit the two Rastafarians boys.	Achimota sukuu atwe wɔn asɛm asɛn(adwonsɔ afa wɔn afuru so) wɔ gyinaeɛ a wɔsi faa kɔɔto nhyɛ sɛ wɔnnye Rastafoɔ mmarimaa baanu no ho.
An oxygen concentrator is a device that concentrates the oxygen from a gas supply by selectively removing nitrogen to supply oxygen-enriched gas stream.	“Oxygen concentrator” yɛ afidie a ɛboa yi nitrogen mframa firi mframa foforɔ mu na ɛma oxygen mframa pa ho kwan ma ayarefoɔ”
Joe tried to convince everyone that he was innocent.	Afei, Joe pɛ sɛ ɔkyere obiara sɛ asɛm biara nni ne ho.
Is technology your master or your servant?	Ɛlɛtrɔnik mfiri de wo ayɛ akoa anaa?
He indicated.Industry players have predicted that Ghana could move at a faster rate if it boosts the use of digital payment systems.	Nnipa a wɔde wɔn ho ahyɛ mfididwuma mu aka ato hɔ sɛ, Ghana betumi akɔ n’anim ntɛmso, sɛ otumi hyɛ abɛɛfo sikatua mu kena ma ɛnya mpuntuo ne nkɔsoɔ a.
Mr. Eshun has rejected outrightly all the claims by the unidentified woman.	Owura Eshun abɔ maame yi a ɔnni din yi nsɛm yi nyinaa ara agu.
Many a bad headline can be traced to a law and order problem. In our country, currently, the problems confronting our banking sector are dominating the headlines, as they should. The story of every bank that has had problems, be they indigenous Ghanaian banks or international banks, like Barings Bank, Lehman Brothers, Bank of Credit and Commerce International (BCCI), each one can be traced to someone or some people breaking the law, or trying to cut corners by flouting regulations. The effects of these acts of lawlessness have been, invariably, the loss, and threat of loss, of innocent depositors’ savings and jobs.	Nkaseɛbɔ mu nsɛmmɔne bebree no ara kɔ ara kɔ si mmara ne pɛpɛɛpɛyɛ a yɛnni so. Seisei ara wɔ ɔman yi mu, ɔhaw a yɛn sikorabea nkorabata no refa mu no agye baabiara afa. Nsɛmsɛm a ɛfa haw a sikakorabea biara refa mu sɛ ɛyɛ Ghana sikakorabea anaa amanɔne deɛ te sɛ Barings Bank, Lehman Brothers, Bank of Credit and Commerce International (BCCI) nyinaa ara no wobɛkɔ mu no na manfoɔ bi hyɛ baabi a wabu mmara so anaa ɔreyɛ nsɛmmɔne bi. Saa nneyɛɛ bɔne yi de ka ne adwumaguo na aberɛ nnipa a wɔnni fɔ kwan biara so.
The school subsequently made efforts to secure a stay of execution order to freeze the implementation of the order but it has now announced that it was withdrawn that decision.	Yei akyi no, Sukuu no bɔɔ mmɔden sɛ wɔbɛkɔ Kɔɔto foforɔ akɔtwe atɛmmuo no asensɛn, sɛdeɛɛbɛyɛ na wɔmfa High Kɔɔto nhyɛ no nni dwuma nanso seesei wɔatwe saa agyinaeɛ no asɛn.
As professionals, we will behave accordingly and ensure that the best comes out of the children that we teach because we are professionals,” he added on Tuesday.	“Ɔkaa no Benada no sɛ “yɛakɔyɛ akyerɛkyerɛfoɔ a wɔde yɛn afa nteteɛ mu yi ɛwɔ yɛkyerɛ adeɛ ma nnepa a ɛwɔ nkwadaa no mu no ada adi.”
In this regard, British Airways had to maintain a certain level of service at the Heathrow airport to keep the slots.	Ƹnam saa asɛm yi so nti, British Wiemhyɛn Adwuma no de nhyehyɛɛ bi agu akwan so a ɛbɛma Heathrow Ewiemhyɛn Gyinabea no adi wɔn akwantuo ho adwuma ama wɔn.
Excessive debt also brings health risks, such as insomnia, headaches, stomachaches, heart attacks, and depression	Sɛ obi de ka pii a, etumi nso kɔfa nyarewa brɛ no; ebi ne kɔdaanna, tipae, yafunyare, komayare ne adwenemhaw
I hear a gentleman was picked up some few days ago at Jubilee House; one Damoah.	“Mate sɛ nna kakra ni wɔakyere aberanteɛ bi a ɔwɔ Aban Atennaeɛ, ne din ne Damoah.
Proteins can help your body combat infection and also build and repair damaged tissues.	Aduan a protein wom betumi aboa wo nipadua ama ako atia nyarewa, na asiesie wo nipadua.
Calmly explain what offended you and why it made you feel that way.	Fa ntoboase kyerɛkyerɛ nea ɛmaa asɛm no yɛɛ wo yaw ne nea enti a wotee nka saa no mu.
This is a nationalexerciseand for the next few days we will require you to sacrifice your time and your energy	“Yei yɛ ɔmanmu no nyinaa dwumadie, na ɛnna kakra a ɛda yɛanim no, yɛpɛ sɛ mode mo mmerɛ ne ahoɔden bɛhyɛ nteteɛ no mo fee.
The Armed Forces have not taken any gold.	Asogyafoɔ no nyee sika kɔkɔɔ biara.
A life was lost on May 17, 2021 after an underground mining pit which is part of the concession of New Age Obuasi Mine, caved in and trapped some workers.	Nipa baako hweree ne nkwa Kɔtɔnima bosome a ɛtɔ so dunson afe mpem mmienu ne aduonu baako mu wɔ New Age Obuasi Mine mmerɛ a asaase bu guu adwumayɛfoɔ so.
She gave up smoking.	Ogyaee sigaretnom.
Sorry, that's a typo.	Saa na ɛte.
I shouldn't have to put up with this noise.He demanded that the savage dog be kept tied up.	Ɛnsɛ sɛ migyina dede yi ano.Ɔkae sɛ wɔmfa ɔkraman a ne tirim yɛ den no mmɔ afɔre.
I'm warning you not to do it again.	Merebɔ wo kɔkɔ sɛ ɛnsɛ sɛ wosan yɛ bio.
So, let us be up and doing always.	“Nti mo ma yɛnsɔre na yɛnkeka yɛn ho.
He is not as intelligent as his brother.	Ɔnyɛ onyansafo sɛ ne nua.
We realize that he or she may feel the way we feel and may react the way we react.	Enti sɛ asɛm bi to no a, sɛnea ɔbɛyɛ n’ade wɔ ho no, sɛ ɛyɛ yɛn a ebia anka saa ara na yɛbɛyɛ.
It’s better to discuss the problem respectfully.	Eye sɛ mobɛbom asusuw asɛm no ho obu so.
The Speaker of Parliament, Alban S.K Bagbin, has assured the Ghanaian business community that Parliament remains committed to extensively engaging them on the proposed amendments to laws that stifle the growth of local businesses.	Mmarahyɛbɛdwa fie mu kasamafoɔ, Alban S.K Bagbin ahyɛ Ghanaman adwadifoɔ bɔ sɛ mmarahyɛdwa fie bɛtɔ akɔ so ahyehyɛ mmara a ɛbɛboa ama adwadifoɔ nnwuma akɔ nkan.
One researcher admits that this synthetic healing process currently under development is “reminiscent” of what already exists in nature.	Nyansahufo bi kaa sɛ, sɛnea yɛayɛ ama rɔba tumi siesie ne ho no nyɛ ade foforo, ɛyɛ biribi a nipadua no tumi yɛ dada.
Parents should realize that while filters can help, they are not foolproof.	Ɛwom, biribi wɔ hɔ a awofo betumi ayɛ wɔ wɔn mma fon anaa tablɛt so sɛnea ɛbɛyɛ a wɔrenkopue biribi a enye so, anaa wɔrenkɔ baabiara a wɔpɛ wɔ intanɛt so. Nanso ɛsɛ sɛ wɔhyɛ no nsow sɛ, ɛnyɛ bere nyinaa na saa ade no yɛ adwuma yiye.
