eng	xho
Israel in a 1967 war, on the last Friday of the Muslim fasting month of Ramadan.	I-Israel kwimfazwe ka-1967, ngoLwesihlanu wokugqibela wenyanga yokuzila ukutya yamaSilamsi yeRamadan.
Stop your vicious deeds. 	Yekani izenzo zenu ezikhohlakeleyo.
You know well that we are people of action and reaction," Revolutionary Guards commander Hossein Salami, addressing Israel, told demonstrators in Tehran.	Uyaya kakuhle ukuba singabantu abasebenzayo kunye abasabelayo,”umphathi wabaGadi beNguquko u-Hossein Salami, ethetha no-Israyeli, uxelele abaqhankqalazi eTehran.
Our responses are painful. 	“Iimpendulo zethu zibuhlungu.
You create conditions for your own destruction.	Udala iimeko zokutshabalalisa.
We will not leave you alone ...	Asizokushiya wedwa...
You know better than me what will befall you if you take evil action."	Wazi ngcono kunam okuya kukwehlela xa uthe wathatha isenzo esibi.
Iran's military has vowed to retaliate harshly against any attack by Israel, which has often voiced concern over the Iranian nuclear program.	Umkhosi wase-Iran wenze isibhambathiso sokuziphindezela kabukhali kulo naluphi na uhlaselo lwe-Israel, esoloko ivakalisa inkxalabo ngenkqubo yenyukliya yase-Iran.
Tehran says the program is for peaceful purposes only.	UTehran uthi le nkqubo yeyeenjongo zoxolo kuphela.
Israel, whose existence the Islamic Republic does not recognize, has long threatened military action against Iran if talks between Tehran and world powers fail to curb Iranian nuclear activity. Iran says its nuclear ambitions are peaceful.	I-Israel, ubukho bayo i-Islamic Republic engabuboniyo, kudala isoyikisa ngenyathelo lomkhosi ngokuchasene ne-Iran ukuba iingxoxo phakathi kweTehran kunye namagunya ehlabathi ziyasilela ukunqanda umsebenzi wenyukliya waseIran. I-Iran ithi amabhongo ayo enyukliya aseluxolweni.
In February, the Islamic Republic unveiled its "Kheibar Buster" missile with a range of 1,450 km (900 miles).	NgoFebruwari, i-Islamic Republic yatyhila umjukujelwa wayo othi "Kheibar Buster"  olunoluhlu lweekhilomitha ezili-1,450 (iimayile ezingama-900).
Iran, which has one of the biggest missile programs in the Middle East, says its ballistic missiles have a range of up to 2,000 km (1,200 miles) and are capable of reaching its arch-foe Israel and U.S. bases in the region.	I-Iran, eneyona nkqubo inkulu yemijukujelwa kuMbindi Mpuma, ithi imijukujelwa yayo ye-ballistic inoluhlu oluya kuthi ga kwi-2,000 yeekhilomitha (1,200 imayile) kwaye iyakwazi ukufikelela kutshaba lwayo olukhulu u-Israyeli kunye neziseko zase-US kulo mmandla.
Kheibar refers to an ancient Jewish oasis in the Arabian Peninsula's Hijaz region that was overrun by Muslim warriors in the 7th century.	I-Kheibar ibhekisela kwindawo yamandulo yamaYuda yase-Arabia kwi-Hijaz ingingqi ye-Hijaz eyathi yahlaselwa ngamajoni amaSilamsi ngenkulungwane ye-7.
Tehran regards its ballistic missile program as an important deterrent against the United States, Israel and other adversaries, and has rejected Western demands to halt it.	I-Tehran ithatha inkqubo yemijukujelwa njengesithintelo esibalulekileyo ngokuchasene ne-United States, i-Israel kunye nezinye iintshaba, kwaye izalile iimfuno zaseNtshona zokuyimisa.
Over the past year, Iran and the United States have engaged in fitful, indirect talks in Vienna to revive a 2015 nuclear deal that then-President Donald Trump reneged on in 2018 and that Iran, in turn, began violating in 2019.	Kunyaka ophelileyo, i-Iran kunye ne-United States ziye zabandakanyeka kwiingxoxo ezifanelekileyo, ezingathanga ngqo eVienna zokuvuselela isivumelwano senyukliya sonyaka ka-2015 awathi ngoko uMongameli uDonald Trump wasirhoxisa ngo-2018 kwaye i-Iran, nayo, yaqala ukowophula ngo-2019.
Under the 2015 deal, Iran agreed to limit its nuclear program in return for relief from economic sanctions.	Ngaphantsi kwesivumelwano sika-2015, i-Iran yavuma ukunciphisa inkqubo yayo yenyukliya ukuze ifumane isiqabu kwizohlwayo zezoqoqosho.
While they appeared close to resurrecting the deal in March, talks stalled over last-minute Russian demands and whether Washington might drop Iran's Revolutionary Guards from its Foreign Terrorist Organization list.	Ngelixa babonakala besondele ekuvuseni isivumelwano ngo-Matshi, iingxoxo zamisa kwiimfuno zaseRussia zomzuzu wokugqibela kunye nokuba iWashington inokulahla iRevolutionary Guards yase-Iran kuluhlu lwayo loMbutho wabanqolobi bangaphandle.
	
As Fewer Americans Attend Church, Can Coffee Shops Fill the Void?	Njengoko bambalwa abantu baseMelika abaya eCaweni, ingaba iivenkile zekofu zinako ukuzalisa ililize?
Churches and other houses of worship have historically played critical social and political functions in American society.	Iicawe kunye nezinye izindlu zonqulo ngokwembali bezidlala indima ebalulekileyo yezentlalo nezopolitiko kuluntu lwaseMelika.
But fewer people are attending religious services, and the decline of churches and other houses of worship threatens to leave a void that could potentially be filled by coffee shops.	Kodwa bambalwa abantu abaya kwiinkonzo zonqulo, kwaye ukuwohloka kweecawe kunye nezinye izindlu zonqulo kusongela ukushiya indawo enokuthi ivalwe ziivenkile zekofu.
For so much of American history, the church has really been — or their congregations have really been — essential, providing an unheralded role in providing cohesion and connectedness in communities … encouraging civic engagement and political participation, says Daniel Cox, director of the Survey Center on American Life and a senior fellow at the American Enterprise Institute.	Kwimbali enkulu yaseMelika, icawe ibiyeyona nto ibalulekileyo - okanye amabandla abo ebebalulekile, ebonelela ngendima engachazwanga ekuboneleleni ngentsebenziswano kunye nokunxibelelana eluntwini ... Iziko loPhando kuBomi baseMelika kunye nomntu ophezulu kwiZiko loShishino laseMelika.
It was not happenstance or luck that the civil rights movement emerged out of the church, Cox says.	“Ayizange ibe sisenzeko nje okanye ithamsanqa ukuba umbutho wamalungelo abantu uphume ecaweni,” utshilo uCox.
And you see that cross-culturally … whether it's in predominantly white rural communities, in the suburbs, wherever, churches have historically been really, really important.	Kwaye uyayibona loo nto ngokwenkcubeko ... nokuba kukwiindawo ezihlala abantu abamhlophe ubukhulu becala, kwiindawo ezisemaphandleni, naphi na apho, iicawe bezikade zibalulekile ngokwembali.
Churches and other houses of worship have also played a role in helping immigrants assimilate once they arrive in America, Cox says.	Iinkonzo kunye nezinye izindlu zonqulo nazo ziye zadlala indima ekuncedeni abantu abavela kwamanye amazwe ukuba bafane bakuba befikile eMelika, utshilo uCox.
In 1999, 70% of Americans said they belonged to a church, mosque or synagogue.	Ngo-1999, i-70% yabantu baseMelika bathi bangamalungu enkonzo, i-mosque okanye indlu yesikhungu.
By 2020, that number had dropped to 47%.	Ngo-2020, elo nani lehle laya kutsho kuma-47%.
A 2019 survey found that only about three in 10 Americans say they attend weekly religious services.	Uvavanyo luka-2019 lufumanise ukuba bathathu kwabalishumi abantu baseMelika abathi baya kwiinkonzo zeveki ngeveki.
Third places  Lack of involvement and affiliation with churches, mosques and synagogues means people might be missing out on what urban sociologist Ray	Iindawo zesithathu Ukunqongophala kokubandakanyeka kunye nokuzibandakanya neecawe, iimosque kunye nezindlu zesikhungu kuthetha ukuba abantu banokuphoswa yintoni isazi ngentlalo yoluntu uRay.
Oldenburg dubbed as "third places" — public gathering spots that offer something that home, the "first place," and work, the "second place," might not.	U-Oldenburg ezibizwa ngokuba  "ziindawo zesithathu" - iindawo zokuhlanganisana zikawonke-wonke ezibonelela ngento ethile ekhaya, "indawo yokuqala," kunye nomsebenzi, "indawo yesibini," azingenako zona.
Oldenburg argued that third places are critical to a communitys social vitality.	U-Oldenburg waxoxa ukuba iindawo zesithathu zibalulekile kubomi boluntu ekuhlaleni.
An October 2021 survey conducted by the American Survey Center found that commercial spaces like coffee houses foster trust and connection in American communities and could help fill the void left by churches.	Uphando luka-Okthobha ku-2021 olwenziwa yiAmerican Survey Center lufumanise ukuba iindawo zorhwebo njengezindlu zekofu zikhuthaza ukuthembana kunye noqhagamshelo kuluntu lwaseMelika kwaye inokunceda ukuvala isithuba esishiywe ziinkonzo.
	
If you're a regular at a cafe, the barista may know what you usually order, and they can make it for you, and that feels good, says clinical psychologist Dr.	Ukuba uqhelekile kwindawo yokusela ikofu, umenzi kofu unokuyazi into oqhele ukuyi-odola, kwaye bakwenzele yona, kwaye oko kuvakala kulungile, utsholo ugqirha wolwazi ngengqondo.
Maria Espinola, an assistant professor in the Department of Psychiatry and Behavioral Neuroscience at the University of Cincinnati College of Medicine.	UMaria Espinola, unjingalwazi oncedisayo kwiDepartment of Psychiatry and Behavioural Neuroscience kwiYunivesithi yaseCincinnati College of Medicine.
It feels good to be recognized, to know that people are expecting you, to know that people care about you, to know that you belong, because the need for belonging and human connection is a fundamental need that we all have, and it's important to have that fulfilled in different ways, Espinola says.	Kuvakala kumnandi ukuqatshelwa, ukwazi ukuba abantu bakulindele, ukwazi ukuba abantu bakukhathalele, ukwazi ukuba unendawo, kuba imfuno yokuba nendawo kunye nokunxibelelana kwabantu sisidingo esisisiseko esinayo sonke, kwaye kubalulekile. ukuba oko kuzalisekiswe ngeendlela ezahlukeneyo,”utshilo uEspinola.
So, places like third places can allow us to do that.	Ke, iindawo ezinjengeendawo zesithathu zinokusivumela ukuba senze loo nto.
In the past, churches and other houses of worship have been a third place for many Americans.	Ngaphambili, iinkonzo nezinye izindlu zonqulo beziyindawo yesithathu kubantu abaninzi baseMerika.
In 2019, 67% of people surveyed said they have a third place	Ngo-2019, iipesenti ezingama-67 zabantu abaphononongwayo bathi banendawo yesithathu 
a coffee shop, bar, restaurant, park or other places in their community that they visit regularly.	ivenkile yekofu, indawo yokusela, indawo yokutya, ipaki okanye ezinye iindawo kwiindawo abahlala kuzo abazindwendwela rhoqo.
That number dropped to 56% in 2021 — a number that could have been affected by the COVID-19 pandemic.	Elo nani lehle laya kutsho kwi-56% ngo-2021 - inani elinokuchatshazelwa sisifo sikazwelonke i-COVID-19.
What we found was that people who had a third place were much more connected to their community, says Cox.	“Into esiyifumeneyo kukuba abantu ababenendawo yesithathu banxibelelene kakhulu noluntu lwabo,” utshilo uCox.
They're much more likely to engage in other activities there. 	“Babonakala besenza ezinye izinto apho.
They are much more trusting of their neighbors. There's a whole great array of positive social outcomes that were connected to having a third place … and for a lot of Americans, it's a coffee shop or a cafe."	Bakholose ngakumbi ngabamelwane babo. Kukho uluhlu olukhulu lweziphumo ezilungileyo zentlalo ezidityaniswe nokuba nendawo yesithathu ... kwaye kubantu abaninzi baseMelika, yivenkile yekofu okanye ikhefi. "
What coffee shops have in their favor is that they can be found almost everywhere, all over the country,	Into iivenkile zekofu ezinayo ezizisebenzelayo kukuba zifumaneka phantse kuyo yonke indawo, kulo lonke ilizwe,
And anyone who wants to can stop by regularly.	Kwaye nabani na ofuna ukuya angaya rhoqo.
And many are open most days of the week.	Kwaye ezininzi zivuliwe iintsuku ezininzi zeveki.
Cox says even brief coffee shop encounters can increase a sense of belonging.	U-Cox uthi kwa iindibano ezimfutshane kwivenkile yekofu zinokunyusa imvakalelo yokuba izive unendawo.
I think there's a lot of potential here, and a lot of it is unrealized potential, Cox says.	“Ndicinga ukuba zininzi izinto ezinokwenzeka apha, kwaye uninzi lwazo lunezinto ezingekafezekiswa,” utshilo uCox.
But in terms of what they could do, there's a lot there. 	Kodwa malunga nento abanokuyenza, kuninzi apho.
I've been in places where the same group of folks come in there to play chess.	Ndikhe ndakwiindawo apho iqela elifanayo labantu liza kudlala ichess.
Or they have their informal bunch of retirees. …	Okanye baneqela labo elingekho sikweni labadlali abathathe umhlala-phantsi. …
They just got together, and they talked and chatted and caught up with each other. …	Badibana nje, bancokola bancokola baxelelana ngobomi babo. …
I don't know where else they would have gone — maybe a church, but maybe not — to share information, to encourage each other to maybe get involved in an activity.	Andazi ukuba bebengaya ngaphi na—mhlawumbi ecaweni, kodwa mhlawumbi hayi—ukwabelana ngolwazi, ukukhuthazana ukuba mhlawumbi babandakanyeke kumsebenzi othile.
And I think that is what is so powerful about coffee shops."	Kwaye ndicinga ukuba le yeyona nto inamandla malunga neevenkile zekofu. "
	
Are COVID-19 Restrictions Stunting Children’s Immune Systems?	Ingaba izithintelo ze-COVID-19 ziyawoyisa amajoni omzimba abantwana?
Some medical experts have expressed concern that COVID-19 preventative measures, like masking and remote schooling, are potentially weakening childrens immune systems by shielding them from the usual childhood illnesses.	Ezinye iingcali zonyango zivakalise inkxalabo yokuba amanyathelo othintelo lwe-COVID-19, njengokugquma imaski kunye nokufundela emakhaya, anokuthi enze buthathaka amajoni omzimba wabantwana ngokubakhusela kwizigulo eziqhelekileyo zobuntwana.
