fr	fon
Il a dévoilé ce rêve à la faveur de la cérémonie de passation de service, le jeudi 20 mai à Porto-Novo, entre lui et son prédécesseur, Joseph Gnonlonfoun.Le médiateur de la République, Pascal Essou, ambitionne de rendre davantage visible par des actions concrètes, l’institution dont il a désormais la charge.	2381- È ɖè linlin tɔn nɛ́ ɔ́ gbà ɖò nyɔnúzángbè azǎn 20ɔ́ nǔxwásùn ɔ́ tɔn gbè ‚ hwenu mɛ ée é ɖyɔ é‚ Joseph Gnonlonfoun ɖò azɔ̌ jó níí wɛ ɖò Xɔgbonu é.
Il a dévoilé ce rêve à la faveur de la cérémonie de passation de service, le jeudi 20 mai à Porto-Novo, entre lui et son prédécesseur, Joseph Gnonlonfoun.	2382- È ɖè linlin tɔn nɛ́ ɔ́ gbà ɖò nyɔnúzángbè azǎn 20ɔ́ nǔxwásùn ɔ́ tɔn gbè ‚ hwenu mɛ ée é ɖyɔ é‚ Joseph Gnonlonfoun ɖò azɔ̌ jó níí wɛ ɖò Xɔgbonu é.
« Notre mandat sera consacré à rendre davantage visible le médiateur de la République.	2383- << Gǎn hwenu mìtɔn ɔ́‚ mì ná wànǔ ɖɔ ɖɛmɛnu tò ɔ́ tɔn ɔ́‚ è ná tuun í.
Ce rêve passera par des actions concrètes », a souligné ce jeudi 20 mai, le médiateur de la République, Pascal Essou, dans son discours de passation de charge entre lui et son prédécesseur, Joseph Gnonlonfoun.	2384- Linlin nɛ́ ɔ́ ná gbɔn núwíwá mìtɔn lɛ́ɛ gblamɛ>>‚ È ɖè linlin tɔn nɛ́ ɔ́ gbà ɖò nyɔnúzángbè azǎn 20ɔ́ nǔxwásùn ɔ́ tɔn gbè ‚ hwenu mɛ ée é ɖyɔ é‚ Joseph Gnonlonfoun ɖò azɔ̌ jó níí wɛ ɖò Xɔgbonu é.
Le ministre des Enseignements secondaire, technique et de la Formation professionnelle a procédé à la nomination de proviseurs et intendants intérimaires au niveau des lycées techniques agricoles du Bénin.	2394- Gǎn-hɔn-yì-tɔ MESTFP sɔ gǎn ɖevo lɛ́ɛ dó azɔmɛ xwé linsinmɛ azɔkplɔnkplɔn tɔn ée nɔ kpénúkún dó glèlílɛ́ wú ɖò Benɛ lɛ́ɛ é.
La décision du professeur Mahougnon Kakpo fait suite à la suspension à titre conservatoire de responsables administratifs, pédagogiques et financiers de lycées techniques agricoles.	2395- Gbetakɛn mɛsi ɖaxó Mahougnon Kakpo tɔn nɛ́ ɔ́ tɔ́n hwenu è ɖè gǎn nɛ́ lɛ́ɛ sín azinkpo yetɔn lɛ́ɛ jí gudo é.
Le sous-secteur des enseignements secondaire, technique et de la Formation professionnelle a bénéficié de la mise en œuvre du Programme d’action du gouvernement au cours du quinquennat.	2396- Akpáxwé MESTFP tɔn ɔ́ ɖù lè tutomɛ è acɛkpìkpà ɔ́ sɔ ɖayǐ ɖò xwè atɔ́ɔn mɛ̀ lɛ́ tɔn.
Les différentes actions du gouvernement dans ce sous-secteur de l’éducation ont été expliquées aux enseignants des départements du Bénin par le ministre Mahougnon Kakpo.Le sous-secteur des enseignements secondaire, technique et de la Formation professionnelle a bénéficié de la mise en œuvre du Programme d’action du gouvernement au cours du quinquennat.	2397- Nǔ tɛnmɛ tɛnmɛ è acɛkpìkpà ɔ́ wà ɖò azɔmɛ xwé ée ɖò tokpɔnla Benɛ tò ɔ́ tɔn mɛ̀ lɛ́ɛ ɔ́‚ gǎn-hɔn-yì-tɔ Mahougnon Kakpo tín yě mɛ̀. Akpáxwé MESTFP tɔn ɔ́ ɖù lè tutomɛ è acɛkpìkpà ɔ́ sɔ ɖayǐ ɖò xwè atɔ́ɔn mɛ̀ lɛ́ tɔn.
Les différentes actions du gouvernement dans ce sous-secteur de l’éducation ont été expliquées aux enseignants des départements du Bénin par le ministre Mahougnon Kakpo.	2398- Nǔ tɛnmɛ tɛnmɛ è acɛkpìkpà ɔ́ wà ɖò azɔmɛ xwé ée ɖò tokpɔnla Benɛ tò ɔ́ tɔn mɛ̀ lɛ́ɛ ɔ́‚ gǎn-hɔn-yì-tɔ Mahougnon Kakpo tín yě mɛ̀.
Le ministre des Enseignements secondaire, technique et de la Formation professionnelle a expliqué ce qui a été fait dans le cadre du Programme d’action du gouvernement au profit de ce sous-secteur au cours du quinquennat.	2399- Akpáxwé MESTFP tɔn ɔ́ ɖù lè tutomɛ è acɛkpìkpà ɔ́ sɔ ɖayǐ ɖò xwè atɔ́ɔn mɛ̀ lɛ́ tɔn.
C’est au cours d’une tournée dans certains départements où le professeur Mahougnon Kakpo a pris langue avec les enseignants, afin de mieux les renseigner sur le niveau de la mise en œuvre du Pag dans leur secteur.	2400- Zɔnlin zunzun gbɔn tokpɔnla ɖé lɛ́ɛ mɛ̀ hwenu wɛ mɛsi ɖaxó Mahougnon Kakpo cyan xó xá nukplɔnmɛtɔ lɛ́ɛ dó nǔ è acɛkpìkpà ɔ́ wà ɖò akpáxwé yetɔn ɔ́ jí.
Pour concrétiser son ambition, le Novotel met à la disposition des artistes, l’ensemble de ses installations pour l’exposition de leurs créations.	1598- Bó ná dó kpé linlin tɔn lɛ́ɛ wú ɔ́‚ Novotel hùn xwé tɔn nyì agbà nú taglomɛ gbà bó ɖè nǔ tɔn tɔ́ lɛ́ɛ bǐ bónú ye ná síxú wá tɛ́ nǔ yetɔn lɛ́ɛ demɛ.
“C’est notre approche qui fait la différence : mettre à la disposition des créateurs, l’hôtel et ses sept hectare de jardins”, explique M. Jamin.	"""1599- """"Nǔwíwá mìtɔn wɛ nɔ xlɛ vogbingbɔn mìtɔn : è sɔ gbɛɖutɛn ɔ́ kpódó jikpá tɔn hectare tɛnwe lɛ́ɛ kpán kɛ̀ taglomɛ gbà bó ɖè nǔ tɔn tɔ́ lɛ́ɛ bǐ bónú ye ní wá tɛ́ nǔ yetɔn lɛ́ɛ ɖémɛ"""" ‚ Mɛɖaxó Jamin wɛ tín nǔ nɛ́ mɛ̀."""
En se transformant en un atelier d’art plein air, le Novotel crée un espace d’exposition, de découvertes et de rencontres, le tout promu par des événements réguliers pour la visibilité des activités.	1600- Ée è sɔ Novotel ɔ́ sɔ dó ɖó fɔwatɛ xi ná ɔ́‚ akɔta lɛ́ɛ ná kpé yeɖee bó ná tuun yeɖelɛ́ɛ wú wɛ lóbónú azɔ̌ è wà wɛ é ɖè ɔ́ ná tɔ́n nyǐ.
Mais les individualités feront la différence côté béninois.	1407- Amɔ̌ nyɔwa mɛ ɖokpó ɖokpó tɔn zɔ́n bɔ Benɛ ɖó ɖùɖéjí.
A la 23è, le défenseur central, Khaled Adenon, depuis le rond central reçoit la touche effecutée par Imorou, avance et trouve Jodel Dossou à l’entrée de la surface adverse.	1408- Ɖò cɛ́jú 23ɔ́ mɛ̀ ɔ́‚ Khaled Adenon‚ gudo cɔ́ tɔ́ kpatakì ɔ́‚ yí bɔlu è Imorou nɛ́ɛ ɔ́ lé‚ é sɛyi nukɔn bó mɔ Jodel Dossou ɖò ajà mɛ ɖelɛ́ɛ tɔn nukɔn.
L’ailier droit, surnommé TGV pour sa rapidité, fait plutôt parler sa technicité dans cette phase.	1409- Mɛ ée nɔ xò aɖusí xwé  bɔ è sùn nyǐ ɖɔ TGV‚ ɖó wezun bibɛ tɔn wú é ɔ́‚ bɔlu xò tɔ́ xeɖé xeɖé tɔn wɛ xlɛ ɖò akpá élɔ́ hwenu.
A peine deux pas de plus, il se démarque et d’une frappe de l’extérieur du pied droit, trouve l’angle du même côté des cages adverses.	1410- Afɔ we ɖé jɛ́n ɖè kpowun ‚ bó xò bɔlu ɔ́ syɛ́nsyɛ́n kpódó ɖúsí fɔ́ tɔn kpó bó dó ɖɔ ɔ́.
Sublime.	1411- É nyɔ́ dín !
Le Bénin vient de prendre l’avance.	1412- Nukɔn wɛ Benɛ jɛ nɛ́.
Quelques minutes plus tard, le même Dossou se retrouve en face du gardien qui cette fois ne se laisse pas avoir en fermant rapidement ses jambes pour repousser des genoux la frappe de l’attaquant béninois.	1413- Cɛ́jú yɔywɛ ɖé gudo ɔ́‚ Jodel Dossou ɖokpó nɛ́ lɛ́ wá ajà cɔ́ tɔ́ nukɔn‚ bó xò bɔlu ɔ́ syɛ́nsyɛ́n tɔn‚ amɔ̌ eyɛ sɔ koligo tɔn lɛ́ɛ bó ɖetɔn ná.
Ce qui a prouvé son efficacité au rapport du comité de médical d’expert mis sur pied.	2352- È xlɛ ɖɔ nǔ è dotóo gán lɛ́ɛ ɖɔ ɔ́ sɔgbe.
Sans surprise, le milliardaire sud-africain Patrice Motsepe a été élu à la tête de la Confédération africaine de football.	2353- Afrique du Sud nù ‚ livanɔ Patrice Motsepe ɔ́‚ é sɔ ɛ́ dó kplékplé gbɛta ée nɔ kpénúkún dó bɔlu xixo wú ɖò Aflika gbéjí é nù ; é ká tlɛ sɔ kpácá mɛɖé ǎ.
A la 16è minute, sur une passe décisive de Junior Olaitan qui sert Chabel Gomez.	2020- Ɖò cɛ́jú 16ɔ́ gudo ɔ́‚ Junior Olaitan ná bɔlu aditi ɖé Charbel Gomez.
Ce dernier récidive à la 30è minute.	2021- Éyɛ́ ká lɛ́ dó ɖɔ wegɔ ɖò cɛ́jú 30ɔ́ mɛ̀.
A la pause, le score était de 2 pour les Ecureuils et 0 pour le Togo et il n’évolua pas jusqu’au coup de sifflet final.	2022- Ɖò akpáxwé wegɔ bɔlu xixo ɔ́ tɔn ɔ́‚ ɖɔ 2 è Benɛ dó ɔ́ jí jɛn nɔ‚ Lomɛ sɔ dó ɖě ǎ káká bɔ è kún kpɛ̀n gudo gudo tɔn ɔ́.
La 2è rencontre du groupe A mettait aux prises, le Niger et le Burkina-Faso.	2023- Bɔlu xixo 2ɔ́ gbɛta A tɔn ɔ́ hwenu wɛ Nijɛɛ Kpódó Buukina kpán ná kpé anyǔ ɖè.
Au terme de la rencontre, le score était nul et vierge.	2024- Ɖò fúfónu nù ɔ́‚ ɖɔ ɖě byɔ ajà ɔ́ mɛ̀ ǎ.
Le Niger se classe 1er du groupe avec 4 points, suivi du Bénin 3 points, du Burkina-Faso 1 point et le Togo 0 point.	2025- Nijɛɛ wɛ nyí tatɔ́ ɔ́ kpódó kɛ́n 4 kpán ‚ Benɛ bɔdéwú kpódó kɛ́n 3 kpán ‚ Buukina wá jɛ fínɛ́ bó ɖó kɛ́n 1 bɔ Lomɛ wá gbɔn tó bó ɖó kɛ́n 0.
Les 11 startups lauréates  ont eu à passer les trois étapes que sont : une présélection, une évaluation écrite des dossiers et des pitchs devant une commission d’évaluation.	2342- Yemɛ 11 è è dalɔ nɛ́ lɛ́ɛ ɔ́‚ è tó gbéjé yě kpɔn hwɛ̌ azɔn atɔn : wěmá yetɔn lɛ́ɛ yíyí ‚ agbahwlɛnhwlɛn bɔ ye wlán nǔ bɔ ye ká lɛ́ wá dó gesi nyɔ́ wà yetɔn ɖò gbɛta è è sɔ ɖò tè nú agbahwlɛnhwlɛn énɛ́ é nukɔn.
Au départ, 114 dossiers ont été déposés lors de l’appel à candidature en octobre 2020.	2343- Ɖò bibɛmɛ ɔ́‚ yemɛ 114 wɛ sɔ wěmá ɖayǐ ɖò kɔnyásùn xwè 2020ɔ́ tɔn mɛ̀.
Que savons nous exactement de l’impact de l’Internet sur la planète ?	2344- Aní mì ká tuun tawun dó lè è mɔkàn núwíwá lɛ́ɛ ɖó dó kɛ́ ɔ́ jí é wú ?
Un autre Internet (moins polluant) est-il possible ?	2345- Mɔkàn zínzán ɖevo (ée má nɔ hɛn ayǐ kwíjì din ǎ ɔ́) ká ɖè à ?
Que font les géants de l’Internet pour réduire leur empreinte écologique ?	2346- Aní wà wɛ nǔ tuun tɔ xeɖé xeɖé mɔkàn núwíwá lɛ́ɛ tɔn ká ɖè bó ná vɔdà nú flí jɛ nyanya ée ye ɖó dó kɛ́ ɔ́ jí é ?
Que pouvons nous faire à titre individuel pour réduire la pollution numérique ?	2347- Aní wɛ ɖokpó ɖokpó mìtɔn ká síxú wà bó ná ɖè dà kpò nú ayǐ hɛn kwíjì mɔkàn núwíwá lɛ́ɛ tɔn ?
Notre chroniqueur web Maurice Thantan a apporté des éléments de réponse à ces différentes questions dans sa chronique de ce jeudi 08 Octobre 2020.	2348- Xósúsú zɔ wá tɔ mìtɔn Maurice Thantan ná yígbè nú nǔkanbyɔ nɛ́ lɛ́ɛ ɖó xósúsú tɔn nyɔnúzángbè azǎn 8ɔ́ kɔnyásùn xwè 2020ɔ́ tɔn gbè tɔn ɔ́ mɛ̀.
Nous vous proposons de revoir son intervention ici	2349- Mì ɖò mí dà wɛ nú mí ná ɖótó xó è ɖɔ lɛ́ɛ é.
“40 personnes positives au test de dépistage et ne présentant aucun signe de la maladie mais isolées et traitées, 13 personnes malades sans gravité, hospitalisées et traitées, 0 malade en situation grave, 1 décès et 27 personnes guéries”.	"""2350- """"Mɛ 40 tîin bɔ è mɔ azɔnkwín ɔ́ ɖò ye wú amɔ̌ nǔɖé ká ɖò ye wá wɛ ǎ ‚ bɔ è sɔ yě dó vò lóbó ɖò ye tɔ́jú wɛ‚ azɔn ɔ́ ɖò mɛ 13 wú amɔ̌ é ká zín ye jí ǎ bɔ è glɔ́n yě bó ɖò ye tɔ́jú wɛ‚ mɛ ɖěbǔ ɖè bɔ azɔn ɔ́ zín jí tɔn ǎ ‚ mɛ 1 kú bɔ azɔn gbɔ nú mɛ 27."""
Les personnes guéries ont reçu un traitement comportant de la chloroquine.	2351- Yemɛ è azɔn gbɔ ná lɛ́ɛ ɔ́‚ chloroquine wɛ è zán nú yě.
Depuis ce jeudi 16 avril 2020, le marché internationale de Kassoua n’est plus ouvert à ses usagers.	715- Sín nyɔ̌núzángbè azǎn 16ɔ́ lidósùn xwè 2020ɔ́ tɔn ɔ́, axi Kassoua tɔn ɔ́ sɔ́ jɛ ǎ.
Le préfet du département de la Donga a ordonné sa fermeture en prévention de la propagation du coronavirus.	716- Tokpɔngán Dɔnga tɔn ɔ́ wɛ́ ɖè gbè ɖɔ è ní sú í ɖó azɔnkwín è ɖò gbìgbà kpé wɛ́ é wú.
Le marché de Kassoua situé dans la commune de Ouaké, frontalière du Togo, est très fréquenté par des étrangers : Togolais, Burkinabés et Nigériens.	717- Axi kassoua tɔn ɔ́ ɖò Ouaké sín tokpɔnla ɔ́ mɛ̀ bó ɖò tò kplé hɔnkan tɛn nú Togo; tò gudo nù lɛ́ɛ nɔ́ lɛ̀ axi nɛ́ : Togonu‚ Buukinanu kpódó Nijɛɛnu kpán.
C’est pour prévenir les risques d’importation et de propagation du coronavirus par ce marché que le préfet de la Donga a décidé de le fermer jusqu’à nouvel ordre.	718- Bó ná dó ɖè dà kpò nú azɔnkwín nɛ́ bíbɛ́ gbɔn axi ɔ́ gblamɛ wɛ́ zɔn bɔ tokpɔngán ɔ́ ɖè gbè ɖɔ è ní sú í káká yì jɛ hwenu è è ná lɛ́ ná gbè tɔn dó é.
“Ces pays sont déjà infectés à un taux très élevé.	"""719- """"Tò nɛ́ lɛ́ɛ bǐ wɛ ko ɖó azɔn énɛ́ sɔxa nabí ɖé""""."""
Il urge à notre niveau de prendre les dispositions pour éviter que la contamination ne devienne effective chez nous”, a expliqué le préfet Iliassou Ainin Biao selon des propos rapportés par l’Agence Bénin Presse.	"""720- """"È ɖó ná hwɛndo bó ná sú axi énɛ́ bónú mì lɔ́ɔ má wá bɛ́ azɔn nɛ́ ɖò Benɛ tò mɛ̀ ó """"‚ tokpɔngán Iliassou Ainin Biao wɛ́ tín nǔ nɛ́ mɛ̀ bɔ """" Agence Bénin Presse"""" ɖetɔ́n."""
Ensuite, ils seront soumis à la procédure d’accréditation en qualité de comptable public par le Ministère en charge des Finances.	467- Énɛ́ gudo ɔ́‚ gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó akwɛ́ zɛ́nkàn tò ɔ́ wú ɔ́ ná sɔ́ yě dó tutomɛ ɖé mɛ̀ bó ná sɔ́ akwɛ́ è ye ɖó ná zán é dó así nú yě bɔ̀ ye ná zán ɖi akwɛ́ gbá jí nɔ́ tɔ́ ɖɔhun.
L’organisation de l’élection présidentielle d’avril 2021 coûtera plus de 14 milliards de francs CFA.	469- Tògán sísɔ́ ée ɖò lidósùn xwè 2021ɔ́ mɛ̀ ɔ́ ná xɔ̀ liva tɛ́nnɛ.
L’information a été rendue publique ce 23 décembre 2020 lors d’une conférence de presse conjointe animée par Romuald Wadagni, ministre de l’Economie et des finances et Emmanuel Tiando, président de la Cena.Au terme des travaux, la conférence budgétaire qui a réuni les présidents des institutions impliquées dans l’organisation de la présidentielle   a adopté le budget prévisionnel qui est évalué à 14,4 milliards de francs CFA.	470- È dó wɛn nɛ́ ɔ́ tò ɔ́ ɖò azǎn 23ɔ́ wǒsùn xwè 2020ɔ́ tɔn gbè ɖò kplé è Romuald Waɖányí‚ gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó akwɛ́ zɛ́nkán dódó tò ɔ́ tɔn wú é kpódó Emmanuel Tiando‚ nukɔntɔ́ Cena tɔn kpán bló xá ɖɔ̀-nú-è-sè-zɔ́-wá-tɔ́ lɛ́ɛ é sín dòmɛ̀. Ɖò nǔwíwá lɛ́ɛ sín fúfónu ɔ́‚ kplé nɛ́ ée xò nukɔntɔ́ azɔxwé ée ɖó nù ɖò tògán ná sɔ́ mɛ̀ è bǐ yígbè nú akwɛ́ zínzán ée ɖò ali nɛ́ nù é bɔ̀ akwɛ́ lɛ́ɛ bǐ yì liva 14‚4.
Le premier tour coûtera près de 10 milliards et 4 milliards pour le second tour.	471- Akpáxwé nukɔntɔn sɔ́mì sɔ́mì ɔ́ tɔn ɔ́ ná xɔ̀ liva wǒ bɔ̀ akpáxwé wegɔ́ ɔ́ ná xɔ̀ liva ɛnɛ.
Budget Presidentielles 2021.PDF by ORTB on Scribd	472- Akwɛ́ zínzán tògán sísɔ́ xwè 2021ɔ́ tɔn. PDF by ORTB on Scribd.
La commission électorale nationale autonome (CENA) dispose désormais de la liste électorale permanente informatisée (Lépi) actualisée .	473- Gbɛta ée nɔ́ kpénúkún dó sɔ́mì sɔ́mì blóbló wú ɖò tò ɔ́ mɛ̀ ɔ́ ( CENA)‚ bɛsín din ɔ́‚ ɖó nyǐkɔ́ sɔ́mì sɔ́mì bló tɔ́ lɛ́ɛ tɔn (Lépi) yɔyɔ ɔ́.
Le conseil d’orientation et de supervision de la Lépi (Cos-Lépi), organe chargé de son actualisation, l’a transmise ce 10 février 2021 à la CENA.La liste a été transmise à la CENA aussi bien en version électronique qu’en version papier.	474- Sɛ wá mǎ ɖɔ́ gbɛta ée nɔ́ kpénúkún dó mɛ ée ná bló sɔ́mì sɔ́mì sín nyǐkɔ́ wú lɛ́ɛ ɔ́ (Cos-Lépi) é ɔ́‚ é mɛ ée nɔ́ sɔ́ yɔyɔ tɔn sɔ́ ɖayǐ è ɔ́‚ sɔ́ jó nú CENA éhɔ́nmɛ azǎn 10ɔ́ zofínkplɔ́sùn xwè 2021ɔ́ tɔn mɛ. Nyǐkɔ́ nɛ́ lɛ́ɛ ɔ́ è sɔ́ jó dó wěmá mɛ̀ bó ká lɛ́ sɔ́ jó gbɔn mɔkàn jí.
5 millions 523 524 citoyens sont appelés à voter dans 7 860 centres de vote dont 11 à l’extérieur le 11 avril prochain pour l’élection présidentielle.	475- Tòví 5 523 524 wɛ́ ná yí sɔ́ mɛ ɖò kɛ́nsɔ́tɛn 7 860 bɔ̀ 11 ká ɖò ye mɛ̀ bó ɖò tò gudo bó ɖò sɔ́mì sɔ́mì ɔ́ ná bló wɛ̀ ɖò azǎn 11ɔ́ lidósùn ɔ́ tɔn gbè.
Pour les communales du 17 mai 2020, 5 235 609 citoyens étaient inscrits.	476- Nú tokpɔnlagán lɛ́ɛ sísɔ́ è è bló ɖò azǎn nukɔntɔn núkún wegɔ́ ɔ́ nǔxwásùn xwè 2020ɔ́ tɔn mɛ̀ ɔ́‚ tòví 5 235 609 wɛ́ ná nyǐkɔ́.
L’actualisation a pris en compte 287 915 personnes (les nouveaux inscrits et les nouveaux majeurs) dont 45 543 Béninois de la diaspora.	477- Yɔyɔ élɔ́ è è bló ɔ́ hɛn mɛ 287 915 (mɛ yɔyɔ ée lɛ́ɛ wá ná nyǐkɔ́ lɛ́ɛ é kpódó mɛ ée wá ɖó xwè afɔtɔn núkún atɔn lɛ́ɛ é kpán) bɔ̀ Benɛ ví 45 543 ká ɖò yemɛ bó ɖò tò gudo.
>> Toute l’actualité sur la présidentielle 2021 Quelques difficultés ont cependant jalonné le processus d’actualisation du fichier électoral.	478- Xó yaɖé yaɖé ée tîin ɖò tògán sísɔ́ xwè 2021ɔ́ tɔn  lí nù lɛ́ɛ è. Wǔvɛ́ ɖé lɛ́ɛ ká ɖò mɛ ée ná sɔ́ mɛ sín nyǐkɔ́ lɛ́ɛ yɔyɔ ɖevo sɔ́ ɖayǐ sín ali xò.
Pour Gilbert Bangana, président du Cos-Lépi, elles relèvent entre autres, des exigences légales de la radiation de la liste électorale.	479- Nú Gilbert Bangana‚ nukɔntɔ́ Cos-Lépi tɔn ɔ́‚ wǔvɛ́ nɛ́ lɛ́ɛ ɖě kunkpla azɔ̌ wà ɖò sɛ́n xwí jí ɖò nǔ è kàn nyǐkɔ́ mɛ ée má sɔ́ síxú sɔ́ mɛ ǎ lɛ́ɛ tɔn ɖetɔ́n é.
Même lors des réjouissances toujours interdites, il faut rester vigilant pour ne pas se faire contaminer.	1125- È bó ká cɔ́ mɛɖee ényí è yì agɔ̌ tɛ́n mɛ̀ jɛ́n wɛ hǔn‚ bó nɔ acéjí bó má wá bɛ́ azɔnkwín ɔ́ ó.
Le Bénin enregistre à la date du 6 juin 2020, un total de 288 cas confirmés avec 98 personnes sous traitement, 186 personnes guéries et 4 décès liés au Covid-19.	1126-  Ɖò azǎn 6ɔ́ ayidósùn xwè 2020ɔ́ tɔn gbè ɔ́‚ mɛ nabí è wú azɔnkwín kolonâ ɔ́ ɖè ɖò Benɛ ɔ́ wɛ nyí 288‚ bɔ è ɖò mɛ 98 tɔ́jú wɛ‚ azɔn ká ko gbɔ nú mɛ 186 bɔ mɛ 4 kú.
Journée chargée ce 18 février 2021 pour les trois duos en lice pour la présidentielle du 11 avril.	1127- Keze zán élɔ́ tɔn ée nyí azǎn 18ɔ́ zofínkplɔsùn xwè 2021ɔ́ tɔn ɔ́ hɛn agban gege nú agbahwlɛntɔ́ webɔ webɔ nɔ atɔn ée xwè sɔmì sɔmì tògán sísɔ tɔn ée ɖò azǎn 11ɔ́ lidósùn ɔ́ tɔn gbè é.
Ils subiront la visite médicale, étape nécessaire avant la publication définitive des candidats aptes pour la course présidentielle.	1128- È ɖó ná gbéjé lanmɛ ye tɔn kpɔ́n dandan mɛ̀‚ akpáxwé nɛ́ ɔ́ ɖò tají có bɔ è ná jlá mɛ ée ɖò gbesisɔ mɛ̀ bá yì agbahwlɛnhwlɛn tògán sísɔ tɔn ɔ́ é.
Il joue le rôle principal d’intercesseur gracieux entre les administrés et l’administration publique.	2135- É ná nɔ nyí anǎ ɖò azɔwatɔ lɛ́ɛ kpódó azɔxwé lɛ́ɛ kpán tɛntin hwenu wǔvɛ́ ɖé ná wá ɖè é.
Il reçoit les griefs des citoyens relatifs au fonctionnement des administrations centrales de l’Etat, des collectivités décentralisées et des établissements publics, les étudie afin de proposer des solutions équitables.	2136- É ná nɔ yí xó è vɛ́ adɔ̌ azɔwatɔ tɛnmɛ tɛnmɛ lɛ́ɛ kpódó kɔ́mɛgán lɛ́ɛ kpán ‚ bó ná nɔ xwlé yě  acɛkpìkpà ɔ́ bɔ fífá ná dó tîin.
Il suggère au chef de l’Etat des propositions tendant au fonctionnement normal et à l’efficience des services publics.	2137- È ná nɔ xwlé nǔ è è síxú wà bɔ azɔxwé lɛ́ɛ ɖibe ɔ́ lɛ́ɛ acɛkpìkpà ɔ́.
Il contribue aussi, de façon générale, à l’amélioration de l’Etat de droit et de la gouvernance administrative.	2138- È ná wànǔ bɔ acɛ azɔwatɔ lɛ́ɛ ɔ́ ná lí dǒ.
La réaction ne s’est pas fait attendre.	2139- È lín có bó gblɔ́n ǎ.
Ce soir même, le ministre de la Santé, Benjamin Hounkpatin a été reçu dans le journal de 20h de la télévision nationale.	2140- Gbadanu élɔ́‚ gǎn-hɔn-yì-tɔ ée nɔ kpénúkún dó lanmɛ ná nɔ ganjí wú é ‚ Benjamin Hùnkpátín ɔ́‚ è yí í ɖò gbaví nukpɛnnɔ gɔnu tò ɔ́ tɔn jí ɖò ɖɔ nú è sè gàn 8 tɔn ɔ́ mɛ̀.
Il a confirmé l’information publiée par les autorités togolaises plus tôt.	2141- Wɛn ée nukɔntɔ Lomɛ tɔn lɛ́ɛ dó ɔ́ wɛ é dó zogbeji.
Selon un communiqué du gouvernement togolais, la femme âgée de 42 ans résidant à Lomé, a remarqué les premiers symptômes de l’infection au Coronavirus pendant qu’elle était encore au Bénin, le 1er mars après son retour d’un voyage qui l’avait conduite en France, en Allemagne et en Turquie via Cotonou.	2142- Ɖò wɛn è acɛkpìkpà Lomɛ tɔn ɔ́ lá ɔ́ mɛ̀ ɔ́‚ nawe nɛ́ ée ɖó xwè 42 ɔ́‚ ko jɛ wuntun azɔnkwín nɛ́ ɔ́ tɔn mɔ jí sín hwenu é ko ɖò Benɛ é ‚ ɖò azǎn nukɔntɔn xwèjísùn ɔ́ tɔn gbè ‚ hwenu é lɛkɔ sín zɛzizɛ ée kplɛ́ɛ yì Yovotomɛ̀‚ Janma tò mɛ̀ kpódó Turquie kpán é.
