fr	bbj
« Ils sont restés avec moi et ont refusé que je me rhabille » continue de relater Raïssa.	Wáp kə̂ cwə́ pu myə̂ hə́ŋ ŋkɔ̌ pá' gaə̌ gɔ kwa dzə̂ ǎ pá' Raïssa lə̀ mtǎtə myə́ gɔ dzə aa
C’est lui qui se charge de violer Raïssa alors que les trois autres y compris Remy Ebaa montent la garde.	wǐ né kə̂ tíŋnyə̀ dzə nə̂ kwá' Raïssa tə̀ ŋkùŋŋkǔŋ lə̂ pyəshə́ pɔ pətá pu Remy Ebaa cəcə pǔ pə́ wə́ díŋtə́ tsʉ'
« Il m’a violée par la voie normale et par l’anus et quand il a fini.	 ě kwá' ǎ tə ŋkúŋŋkǔŋ  nə́ jyə̂ pəpúŋ ba nə́ jyə̂ ŋkɔp a ě cwə́ tə míŋ
Il m’a balancé 1000 FCFA comme une prostituée » nous confie Raïssa le regard perdu.	Ě kə̂ mà' 1000 FCFA nə̂m pá' ta' cʉ̀'ma' aa, pá' Raïssa lə̀ mcʉ bípǐ càmtə̀ bî pyə́ aa
« Avant ça j’étais vierge je n’avais jamais connu d’homme » rajoute- t- elle entre deux sanglots.	N kə̂ bə́ bǔ' mûgo bə́ sɔm mûbɛ lâm fə́ kwá' tə ywə́ bɔ̀ cyə̂ pa' ě nə́ kwi' bə́ wə́ cwé aa
Actualités Criminelles of Monday 31 May 2021.	mcǔŋ zhwə́pɔ sɛ̂sǔ 31 sûnè 2021
L'inspecteur de police a menacé un commissaire avec son arme.	kətú' kə̂ lə̀ gǎ e páptə gətsó kətú'
L'inspecteur de police a causé un accident et a percuté une femme enceinte.	kətú' kə̂ ghə̌ ta' áksidâŋ cyə bíŋ càm mjwǐ é pə́ tsʉ̌m
La femme a perdu son bébé suite à cet accident.	mú mjwǐ kə̂ cyə́ dǔ bî áksidâŋ
L'inspecteur arrêté par la population a été remis au commissariat de Logbaba.	pú kə̂ lə̀ kətú' yə̌ lǎ'lâ' ghə̀m é ǎ gɔ dyə̂kətú' Logbaba
Sur le point d'être passé à tabac il a eu la vie sauve grâce à un group de jeunes qui l'ont conduit au poste de police de Logbaba.	pú cwə́tə́ pə́ gɔ pú'tə̀ é, ta' cú' pəsə̀m sɔ'  də̀ é nə̂ ghɔ̀ dyə̂ kətú' Logbaba
Pour le moment nous ne connaissons pas l'identité du ministre qui est le frère de l'inspecteur Owona.	kwa' cwəlɔ, pyə kǎ zhyə́ tsó ŋwǎla' yə̌ bə́ múmâ kətú' Owona
je ne prendrai personne en charge je suis petit frère du ministre et on ne me fera rien' aurait- il déclaré selon nos sources.	N tə́ gɔtí lə̀ mo nə́ ŋkə̀bò' mə̌ pə́, gaə̂ bə́ shʉ́'zhʉ̀m ŋwǎla' pú tə gɔ hə́ŋ ghə ywə́ nǎm ǎ pá' gɛmcùŋ mɔ́k ghɔ̀m gaə́ pətyə́' ê kə̂ ghɔm aa
L'inspecteur Owona sera peut- être surpris par l'évolution de l'affaire.	pá' nwə̀ ghɔ dzə ǎ zhʉ́m kətú' Owona
Ils sont incarcérés à Kondengui.	pú lɔ̂k wáp cɛ́ kondəŋgi
Les accusés clament leur innocence.	pɔ pyə̌ pú pútə́ wáp ǎ wə́ gɔm gaə́ wáp bə mpú'
Francine Claire Beyala avait déclaré devant les enquêteurs qu’elle entretenait une relation amoureuse avec son coaccusé.	Francine Claire Beyala lə̂ ghɔ̀m dzə̂ pədémzhəŋ gaə́ ê kə̂ bə́ nə́ ywə́ ŋkuŋnyə pǔ mo yə̌ pú  pə́mtə̀ kə̀m wáp nwə̀ aa
Elle dit avoir trouvé une altercation opposant un certain Youssoufa au défont qui réclamait à ce dernier de l’argent.	ě ghɔm gaə́ ê kə̂ kwyǎtə ta' ŋkwà cəcə̌ mu'  Youssoufa pu mo pfʉ́pfʉ̂ ê pə́ sì wə́ kʉɔ́ ŋkâp e bǐ yə̌ŋ mo
Il a ensuite emballé la dépouille avec une moustiquaire avant de le jeter dans un cours d’eau situé derrière leur domicile.	ě kə̂ hə kwə́ pfə́mo pwǎ mustikɛ tə wá' ntʉ́m ta' shyə zhʉ̀m dyə̂ ê
Corps découvert Le 7 mai 2021 les deux accusés ont donné leur version (tes faits devant la barre.	pfə́mò bə́ pú yɔ́ tyə̌'dzʉ́ 7 sûne 2021 pɔ pə́pʉə́ə́  pyə̌ pú pútə wáp kə̂ síŋ yáp pá' pǒtsə́ kə̂ cyə́tə̀ ǎ dzə kɔ̂t
Il s’est ensuite rendu au marché laissant tous ses co- chambriers à la maison pour ne rentrer que vers deux heures du matin.	Ě hə nə̂ ghɔ  m sim ták pɔ ta' twɔ̂ʼdyə̌ pyə́ dyə́  həŋ phə́nyə́ pə́ ntʉ́m nàm pʉə́ə́ fɔ́kdzʉ̌
«J’ai demandé à Yaya où se trouvait mon frère il m’a dit qu’il est allé acheter la ferraille avec son ami.	ŋ kə̂ hə́ŋtə́ bǐ Yaya tsʉ' yə̌ múmâ bə́ nə̂ ǎ, ě ghɔm bə̂m gaə́ è ghɔ nə́ yo  mtʉɔ̌ pu so ê
Je me suis endormi sans m’inquiéter parce qu’il avait l’habitude de dormir dehors.	gaə̌ tí pə́ tə sɔ́ lâm nə̂kə́lə́ ě kə̂ ji dí pé
Le lende- main Francine Claire Beyala m’a informé qu’on a découvert un cadavre dans un cours d’eau.	dí fɔ̂kdzʉ̌ Francine Claire Beyala síŋ â gaə̂ pú yɔ́ ta' pfə́mo ntʉ́m tà'shyə
Elle nie s’être rendu au domicile de son coaccusé avec qui elle soutient n’avoir jamais entretenu de relation amoureuse.	ě wə́ nwə́ gwə̂ gaə́ katə ghɔ wə̂ mo yə̌ pú wə́ kə̀m ê pwà wí ǎ hə́ŋ bə́ wə́ tʉ́ tə̀m gaê lám fə̀ bə́ ywə́ pwǎ wí
De même qu’elle déclare n’avoir pas vu la dépouille de Ibrahim Aliou.	ba pá' ě wə́ gɔm gaě katə̀ yɔ́ pfə́ Ibrahim Aliou
Parmi ses récentes victimes une organisation non gouvernementale basée à Nairobi au Kenya.	tá' cú'tə̀ tə gɔ̂pna' bê ghə̌ dyə́ Nairobi Kenya bə́ nə́ pɔ pyə́ ě ghə ywə́ nə́ pu jʉɔ̂jʉ̀m cʉm aa
Elle avait transféré au détenu la somme de 1 385 million fcfa via Western Union.	ě kə̂ cyə́ jʉ̀m Western Union cyǎ ŋkápə bî gɛcɛ́ dəŋ 1385 shu'ú
Et c'est son complice de l'extérieurs de la prison François Meyong qui est allé toucher cet argent.	so é yə tə bə́ cɛ́ ǎ pə́, François Meyong, né kə̂ ghɔ̀ kwî ŋkápə bɔ̂
Mais le responsable de cette organisation ayant flairé le piège n'a pas joué le jeu et a renoncé à effectuer le transfert d'argent.	dáʼgaə́ tǎdyə̂ kəm bɔ́ɔ́ cwə tə̂ jɔ́ yóʼ yə̌ pú tʉ́ʼ ǎ ě lə píŋ cyâ ŋkáp
Il se faisait passer pour le ministre DCC Samuel Mvondo Ayolo pour extorquer de l'argent à ses victimes.	Ě kə̂ wə́ gɔm gaě é bə́ ŋwǎla' cofo Samuel Mvondo Ayolo nə́ nə̂ fʉ̀tə̀ pɔ kwǐ ŋkâp
Il signifie ay diplomate qu'il voudrait échanger avec son homologue du Niger.	ě ghɔm bî gɔ̂pna' gaə́ ě wə́ cə́ŋ nə̂ kwinyə̀ mghɔm pǔ gɔ̂pna' pá' wǐ ǎ Niger
Tout en précisant qu'en réalité c'est le chef de l'Etat Paul Biya qui veut communiquer avec son homologue nigérien.	Ě nə̂ ghə̀ pó'ò cəŋtə gɔ̀m gaə́ nɔmtə̀má' guŋ Paul Biya né bə́ wə́ cə́ŋ nə̂ ghɔmtə̀ pǔ fə̂ é yəNiger
A l'instant le directeur du cabinet du président nigérien lui fournit les deux lignes directes du numéro 1 du Niger.	pə́cwǒ, cofo nɔmtə̀má' Niger há dəŋdəŋ mnubà pəpʉə́ə́ dəŋdzə gətsó Niger bǐ
Jacques Calvin Eyafa appelle ainsi Mohamed Bazoum après quelques minutes d'échanges le contact se coupe.	Jacques Calvin Eyafa lə̂ həŋ ké Mohamed Bazoum wáp cwə́tə́ gɔmtə̀ tə  pfʉ̌ mə́nêk cyə, ǎ yá'
Samuel Mvond Ayolo informé saisit la DGSN pour l'ouverture d'une enquête.	pú cwə́tə́ síŋ Samuel Mvondo Ayolo ê ghɔm bî DGSN nə́ nə̂ cəŋtə dé mzhəŋ myə́
Immédiatement la police ouvre une enquête.	cwôcwǒ kətú'  cwɔ́' ta' cəŋtədémzhəŋ ywə́
Grâce à la géolocalisation les enquêteurs constatent que les appels sont émis depuis le pénitencier.	pəcəŋtə̀démzhəŋ lə̀ zhólokalizatioŋ jɔ́ gaə̂ nwə kêké fə́ m cɛ̌
La collaboration franche du régisseur donne lieu à l'identification et l'interpellation du suspect Jacques Calvin Eyafa.	nwə pə́mtə̀ dəŋdəŋ tǎdyə̂ cɛ́ ŋkwìtə nə̂ zhyə́ gɛ bíŋ ké mo yə̌ pú wə́ kwɛ̂ gaə́ ǎ bə́ è ǎ Jacques Calvin Eyafa
Les enquêteurs apprennent alors que ce dernier est un habitué de ces types de forfaits.	pəcəŋtə̀démzhəŋ lə̂ zhí'tə̀ gaə̂ jʉɔ̂jʉ̀m mo yə́ŋ  zhì fa' cí mfa' bɔ̂
C'est d'ailleurs la raison pour laquelle il est en détention préventive.	ǎ bə́ nwə nə̂kélə́ ě bə́ cɛ́ bwɔ̂kbwɔ́k
Le suspect est passé aux aveux sans résistance.	mo yə̌ pú wə́ kwɛ̂ tó' nə̂ ghɔ̀m pə́ tə cə́ŋ ghʉ́'
Il a reconnu avoir contacté le président nigérien uniquement.	ě kə̂ píŋ gaə́ ě ké pə́ da' nɔmtə̀má' Niger
Il dénonce aussi ses complices.	ě há ba mtsǒ pɔ pyə̌ wáp ŋkwìtə é aa bî kətú'
Il était en attente d'un virement de 195 millions de FCFA d'une ONG américaine ainsi d'une forte somme d'un banquier français.	Ě kə̂ wə́ byáp ta' ŋkáp cyǎcyà dəŋ 195 shu'ú bî ta' ONG Amerikà bíŋ ŋghə̀ ta' ŋkápə gwyə́ bî gɛbâŋ frâŋsi
Le drame s’est produit au village Toussi groupement de Bamendjinda à Mbouda.	nwətə́ghɔm kə̂ cyə̂ lǎ' Toussi, cú'lâ' Bamendjinda Mbouda
L’on apprend aussi que « l'état des corps montre à suffisance le degré de la brutalité des deux avant leur mort ».	pú zhí'tə̀ ba gaə́ nə̂ pə́ mpfə́pɔ lá'tə̀ dəŋ pá' wáp pəpʉə́ə́ càmnyə̀ tə pfʉ́ aa
Absente du domicile conjugal depuis vendredi dernier la veuve du défunt n'est revenue que ce mardi dans la soirée.	ě lə́ pə́ tuŋdyə̂ tə fə́ jʉɔjʉm fəladé, pfɔ́k bhə́nyə pə́ bwâdzʉ̌ tɔ̂dé yə́ŋ
Elle a été alertée par ses enfants qui lui ont signifié l'absence de leur père depuis samedi de la maison.	po pyə́ né kə̂ ŋkhʉ̀ dʉ̌ síŋ ê gaə́ tá yáp tə bə́ dyə̂ ǎ tə́ fə́ sasidɛ
Les recherches ont conduit à cette découverte macabre tard dans la nuit par le garçon de celui- ci qui a alerté les voisins.	mnwə cə̌ŋcə̂ŋ ghə pú yɔ̂ sya yə́ŋ mtsǔu du bǐ mûbɛ e yə̌ é kêtə mgɛbédyə̂ áá
UBA United Bank for Africa Plus de 65 ans d´activité bancaire ininterrompue.	UBA United Bank for Africa,  ǎ bə́  ŋka' 65  fa' bâŋ pə́ tə yá'
Vous trouverez dans ce canal les informations suivantes.	pô gɔtí yɔ́ ntʉ́m ntwɔ̂kjyə yəŋ mcùŋ mɔ́ŋ gaə̂
Les informations relatives à la production et au fonctionnement des énergies renouvelables.	mcuŋ nə́ nə̂pə́m mɔ́kŋkyəʼnyə tə pɔ́ptsʉʼ  bǎ páʼ ǎ ghiŋ áá
Les informations sur la couverture en énergies renouvelables au Cameroun.	mcuŋ nə́ dəŋ mɔ́kŋkyəʼnyə tə pɔ́ptsʉʼ Kaməlûn
L´actualité sur les énergies renouvelables.	mcuŋ nə́ mɔ́kŋkyəʼnyə tə pɔ́ptsʉʼ
Les interviews des professionnels du secteur au Cameroun en Afrique et dans le monde.	mkwinyə́ghɔ̀m mcə̀ŋtə̀zhyə́fa' zhəŋ ntʉ́m Kamelûn, Afríka bǎ ntʉ́m guŋdə́mca'a
Les communiques des entreprises institutions et organisations du secteur des énergies renouvelables.	mŋkhʉɔ mtsʉʼfaʼ pwǎ mdyə̂ zhən mɔ́kŋkyəʼnyə tə pɔ́ptsʉʼ
Des vidéos sur le thème des énergies renouvelables.	ciŋnyə shyəcyə nə́ mɔ́kŋkyəʼnyə tə pɔ́ptsʉʼ
Des VIPs du domaine des énergies renouvelables au Cameroun en Afrique et dans le monde.	pəgə̂tsó ntʉ́m nwə mɔ́kŋkyəʼnyə tə pɔ́ptsʉʼ Kamelûn, Afríka bǎ  ntʉ́m gûŋ dəmcáʼa
Et bien d´autres informations.	pu shə́ mcùŋ
Les professionels sont priés de nous contacter s´ils ont besoin de nous et souhaitent bâtir une coopération avec nous.	pú wə̂ dó bǐ pəzhyə́faʼ gaə́ wáp ké wɔ̂k bə́yə wáp wə̂ cəŋ wɔ̂k bíŋ cə́ŋ nwə pə́mtə́ pwa wɔ́k áá
La direction de Camerounlinkcom.	Dyə̂ tǎdyə̂  Camerounlink.com
10 portails web dont 08 régionaux et 02 des villes historiquesont été ainsi été développés et mis en ligne.	pú kə̂ pə́m bíŋ jâp nə́ məlɔ̌mgəgʉɔ́ mkəŋ wɛb 10  yaə̌ mpǎpguŋ pé nə̌ 8 pu 2 myaə́ mtǐsuŋ gwyə́
Au Cameroun les utilisateurs d'internet peuvent se confronter aux difficultés du choix du meilleur bookmaker.	pə̌ lə̂ məlɔ̌mgəgʉɔ́ faʼ Kaməlûm  fiŋ nə̂ yɔ́ gaə́ nə̂ cí lwɔ̂kdzə tsʉʼpyə́ʼsháŋ ntʉɔ
Grâce aux meilleures propositions et les analyses des traders on parie en ligne sans souci.	pǔ pyə́ʼ sháŋ nə̌ məlɔ̌mgəgʉɔ́ tə́ yɔ̌ goʼ dubǐ mtə́ŋtə pu lwɔ̂kdzə mkaʼnyə pətsʉʼpyə́ʼsháŋ
Pour savoir quelconque parier en direct - 1xBet donne des instructions détaillées.	nə́ nə̂ zhyə́ nə́ pyə́ʼ sháŋ, 1xBet tutə́ pâʼ  á cyətə áá
Cette offre sur http://1xbetcm/line/Football permet de faire les prédictions au cours des événements sportifs.	ywə̂ sǔtwa yə́ŋ nə́ http://1xbetcm/line/Football ŋkwitə́ nə̂ kɔ tsə́ shyəcyə ntʉ̀m səpɔ
Et puisqu'ils s'accompagnent des côtes améliorées on peut encore augmenter les chances de réussite!.	pâʼ ǎ bə́ pú a sɔ̂ dəŋpe, pú fiŋ nə̂ kwiʼ sì bə̌m nə̂ tsʉ̂
L’activité exerce une emprise sur les espaces cultivables.	nwə̂ faʼ  hyá mtsʉʼ dzʉ̌ʼtsʉ́ʼ
Elles ont comme point de chute le lieu -dit Nvindi au bord du cours d’eau appelé Mbil.	wǎp ghə pâʼ  tsʉʼcʉ́m ǎ tsʉʼ yə̌ pú ké gaə̂ Nvindi ŋkə̂ŋ shyə  Mbil
Ça fait presque 15 ans aujourd’hui que je suis orpailleuse.	Ǎ wə́ də́ m gûʼ 15 tyə́ʼ ɔ́ páʼ gaə ntóʼ nə́ lak tɔ́kcyə ntʉ́m shyə áá
On a les enfants on a les petits -fils ils vont vivre comment ?.	pyə̌ ghə po, pyə̌ ghə mpǒpo, wâp gɔ tsʉ́ kə?
Les Chinois passent par le chef pour prendre nos terres.	pəshinwa cyə̂ m jʉ̀m fò də́ câʼ tsɔ́k
Il s'est lancé à travers la SOPAC dans la professionnalisation des prestations de service des procédures administratives au Cameroun.	ě cyə jʉ̂m SOPAC ntóʼ  mfaʼyɛ̂nə́ nə́ tsə̂ gɔ́pnaʼ Kaməlûm
Voilà les motivations qui ont nourri mon ambition entrepreneuriale et ont bombé mon torse et je m'y suis lancé.	yɔ́ mnwə myə̌ á ghə n cə̌ŋ nə̂ ghə tsʉʼ faʼ ǎ  mɔŋ  gaə̌  hə́ŋ ntóʼ
Dans notre prestation c'est la SOPAC qui va vers le Client à sa demande pour mieux analyser ses besoins etles transformer en commande.	ntʉ́m faʼ tsɔ́k SOPAC né gɔ jɔ́ nuŋŋkâpə tə́ŋtə́ pǒtsə́ tsyə wáp wə̂ cə́ŋ ǎ də̂ nə̂ ghə nwəghəŋtə́
Un questionnaire qui précisera le caractère URGENT ou non lui sera présenté.	pú gɔtí lâʼtə é taʼ cwaə̀ mhə́ŋtə́ yə̌ á wə̂ gɔm bəyə a ywə́ lóʼnyə áá
En rappel la SOPAC est une société de Prestations de services spécialisée dans l'intermédiation.	nwə kâmtə́, SOPAC bə́ taʼ tsʉʼfaʼ mfaʼyɛ̂nə́ bə́ ghə̌ ntʉ́m nwə cyəjʉm
La SOPAC est une entreprise de prestation de services.	SOPAC bə̌ taʼ tsʉʼfaʼ bə́ ghə ntʉ́m mfaʼyɛ̂nə́
Tous les services de la SOPAC sont payants.	pú nuŋ ŋkáp nə́ guŋ mfa' SOPAC tətakywə́
La SOPAC n'est pas spécialisée dans la DISTRIBUTION DES COURRIERS ET COLIS.	SOPAC tə̂ ŋghə ntʉ́m tʉmŋkʉɔ pə́
Elle accomplit les formalités jusqu'à obtenir un courrier prêt à partir que nous allons confier aux sociétés de transport de courriers express.	ě ŋghə̂ guŋ pôtsə́ tsyə̌ â cə́ŋ ǎ tə́ wím taʼ ŋkʉɔ yə̌ pyə̂ gɔ há bî mtsʉʼfaʼ  pəlóʼnyə́ cyaŋkʉɔ
Nous sommes juste des commissionnaires -assistants en procédures.	pyə̌ bə́ daʼ pɔ̂ŋkwítə ntʉ́m mnwə
La SOPAC décline ses responsabilités sur tout document falsifié scanné mutilé recomposé et trafiqué par les clients.	SOPAC sɔk mbǔ myə́ nə́ guŋ ŋwaʼnyə cwəpuŋ yə̌ pənuŋŋkâpə nyáptə áá
Nous accomplissons nos missions et nous rendons compte aux clients.	pyə̌ fa' mfa' mɔ́k bíŋ há piŋfaʼ bí pəyómtɔ̂ mɔ́
Chapeau bas aux Directeurs des Douanes et des impôts.	tám gǎ thə́ tǎdyə̂ dwanə pú tâksi
Nous serons présents dans les Dix régions du Cameroun et les 58 départements du Cameroun à l'horizon Mars 2022.	ǎ nə̂ pə́ dzə̂tsə́ 2022 pyə̌ pə́ ntʉ́m pǎpguŋ ghǎm pu 58 pfə́lá' Kamerûn
Cependant les habitants de toutes les villes du Cameroun peuvent bénéficier de nos services sans craintes aucunes.	da'gaə́ pɔ pə̌ guŋ tísuŋ Kamelûn awɛ́ fíŋ nə̂ tsʉ́ pê mfa' mɔ́k tə lâm sɔ́sɔ́
J'invite aussi toutes les PME/PMI à nous confier leurs procédures administratives.	gaə̌ wə́ dó bǐ pə guŋ PME/PMI gaə́ wáp hâ mnwə gɔ̂pnaʼ máp bǐ pyə́
Que Dieu bénisse le Cameroun !Nous vous remercions M le PDG.	Gaə́ cyə̂pɔ níŋ bwǎnyə́ nə̂ Kaməlûn ! Pyə̌  ghóʼtə o tǎdyə̂
Propos recueillis par Seidou Ernest Moluh Mougnol.	Seidou Ernest Moluh Mougnol né də̂ mghɔm
Notre site web: https://wwwikeoexpresscom/services/.	cyə wɛb yɔk: https://wwwikeoexpresscom/services/.
ACTION CITOYENNE DES EMPLOYÉS SOCIÉTÉ GÉNÉRALE CAMEROUN.	nwə faʼ bǐ lǎʼlǎʼ mghɛ̂faʼ SOCIÉTÉ GÉNÉRALE Kaməlûn
Cette année nous avons souhaité donner plus de consistance à notre opération Citizen Commitment Time une véritable tradition dans le Groupe.	pyə̌ cə́ŋ nə́ ghə gaə́ nwə  Citizen Commitment Time , taʼ  kɔ̀ ntʉ́m tsʉʼfaʼ, cyə̂nyə́
LE CCTIME DANS L’ADN DE SG CAMEROUN.	CCTIME ntʉ́m mcyə SG Kaməlûn
De même dans le réseau Société Générale Cameroun les agences organisent tout au long du mois d’août des marches sportives.	guŋ shəŋ Société Générale Kaməlûn ntʉ́m guŋ ŋghə̌ mnwə gǐŋghîŋ nə́ ŋwə́ shwâgəfə
Les kilomètres parcourus sont cumulés à 1 171.	dəŋ kílumíta yə̌ pú ghǐŋ a cwɔptə kuʼ 1171
la Banque s’engage en faveur de l’environnement.	Ntɛŋkáp wə́ ntú ŋkwa ŋgə̂ŋnyətsʉʼcwə
Ainsi 80 collaborateurs se sont mobilisés.	pó'ò 80 pəpə́mtə̀fa' kə̂ cú'tə̂
pour assainir la ville de Douala.	nə̂ ghə tísuŋ duala pə́ dɔ̂lɔ̌
Ils concentrent leurs efforts dans l’arrondissement de Bonamoussadi en nettoyant le drain situé au lieu -dit « Rond -Point MAETUR ».	wǎp wə́ nə̂ núʼnyə́  mgʉ̌ʼ máp ntʉ̌m pfəláʼ Bonamoussadi té mdzǐʼʼ nə́ jyəshyə yə̌ á bə́ « Rond -Point MAETUR » áá
Ceci en partenariat avec l’association Solidarité PK 9.	yə̌ŋ bə́ nwə pə́mtə pwǎ mkəm Solidarité PK 9.
Des marches sportives ont lieu dans ces différentes régions et mobilisent près de 250 collaborateurs.	mghiŋ nəséŋtə́ mkwé kə́ cyətə ntʉ́m mpfəláʼ hə̂ŋ cúʼtə pəpə̂mtə́faʼ 250
Le principe arrêté cette année est le 1Km parcouru = 500 Fcfa.	mcoʼ yə̌ pú lə̂ nə́ guʼ yə́ŋ bə́ 1km ŋkʉ̌ŋkʉ̂ = ŋkhə tɔ̂
L’ÉDUCATION ET LA SANTÉ DES MOTEURS DE NOTRE ENGAGEMENT !.	nwə jíʼtə pǔ nwə nətʉɔ, tʉɔdəŋ mfaʼ tsɔ́k
À l’heure actuelle UBA compte 18 filiales africaines représentant environ 20% du bilan du groupe avec un objectif de contribution de 50%.	ǎ nə̂ pə́ tyə́ʼɔ bə̌ UBA ghə mdyə̂ Afríka 18 yə̌ a bə́ 20% dəŋ faʼ tsûʼfaʼ ǎ pwǎ nwə hɛ 50 %
Nous sommes à la recherche de la marque nationale et africaine la plus forteContexte.	pyə̌ wə́ cə́ŋ lwɔdzə kʉɔ guŋ bǎ Afríka nə̌ tam yə́ŋ
UBA Cameroun a commencé ses activités le 18 décembre 2007 avec une seule branche.	UBA Kaməlûn lə̂dá' ntó' mfa' myə́ tyə̌' 18 fû'bvʉ̀ 2007 pwǎ ta' twɔ̀'
Cette main d’œuvre provient des syndicats patronaux.	Pətʉ́gak pɔ̂fə́ m mcú'tə̀  mtâfa'
Nos références de création et d´existence.	mŋkwîntɛ̌  nə̂ pə́m bíŋ nə̂pə́ yɔ̂k
Certificat d’enregistrement au greffe des syndicats N° E17/2018.	ŋkwîntɛ́ nə̂ və tsó dyə̂ cú'tə mtâfa'  nuba E17/2018
Siège Douala -Cameroun Carrefour Hôtel SOMATEL rue Akwa -Bali.	dyə́ dwǎlá-Kamelûn, támtə́ jyə Hotel Somatel, mûpɔm jyə̂ Akwa-Bali
Nous vous accompagnons dans l´atteinte de vos objectifs et la réalisation de vos projets.	pyə̌ ŋkwitə́ wɔ́ ntʉ́m mfaʼ mɔ́
Accompagner l’Etat dans l’atteinte de ses objectifs de croissance économique et socialeNos valeurs - Professionnalisme.	Nə̂ kwítə gɔ̂pnaʼ ntʉ́m nə̂ tam nə́ dhənyə kwyə́ nwə ŋkâpə pǔ lǎʼlâʼ, yɔ́k tʉɔdəŋ zhyə̂faʼ
D’après le Comité d’organisation de l’évènement qui en fait l’annonce l’évènement aura lieu en mars 2017 au Castel Hall de Douala.	pâʼ cam nyap ywə́ cyə̌cyə̂ yə̌ é wə̂ cyanyə ŋkhʉɔ ǎ ghɔm ǎ ywə́ bɔɔ gɔtí cyə ntʉ́m dzə̂tsə́ 2017 dyə̂ Castel hall dwǎlá
Pour cette édition le thème qui a été retenu est « La transformation numérique de l’entreprise ».	"nə́ yə̂ŋ cʉ̌m ywə́ sɛ́ nwə yə̌ pú lə̂ ǎ bə́ ""sənyə numêlik tsʉʼfaʼ"""
Un tournoi de football pour soutenir les enfants au Cameroun.	ta' nwə nə̂ tám balɔ̂ŋ nə́ nə̂ kwítə pǒ Kamelûn
Le tournoi KALARA rassemble des fonds pour les enfants au Cameroun.	nwə nə̂ tám balɔ̂ŋ Kalara cú'tə̀ ŋkâp bǐ po Kamelûn
Un endroit où il faudra etre ce 05 MAI 2018 au complexe du VOGELENGZANG rue du chant d´oiseau - Vogelenzangstraat 130 1070 Anderlecht.	taʼ tsʉʼ yə̌ á cə̂ŋ gaə́ mo tí pə́ si  tyə̌ʼdzʉ́ 05 sûne 2018 yə̂ŋ ǎ,kɔmples VOGELENGZANG pɔ̂mjyə chant d´oiseau - Vogelenzangstraat 130 1070 Anderlecht.
