en	tsn
Due to his behaviour, his music was shunned by polite society and the political class.	Go begwa fa a ne a dirisa dikoloi tsa monobonobo tsa Mercedes Benz jaaka dipalangwa go ya go batla dikgong, spinatšhe le tse dingwe, go bontsha fa khumo e se sepe.
Instead, he became famous for his serial transgressions, arrests, state-sanctioned physical assaults, 300 court appearances and spells of imprisonment.	Ka ntlha ya maitsholo a gagwe, mmino wa gagwe o ne o itlhokomolosiwa ke setšhaba se se maitseo le borradipolotiki.
He always referred to himself as abami eda, meaning the weird one.	Go na le moo, o ne a itsege ka melato ya gagwe, dikgolego, dikgwatiso tsa mmele, go tlhagelela kwa kgotlatshekelo makgetlho a le 300 le go tlhagisa metswedi ya kwa kgolegelong.
It was true.	O ne a tlhola a ipitsa ka abami eda, e e kayang “yo o sa tlwaelesegang”
He was as weird as they come, and wasn’t afraid to revel in it.	E ne e le nnete.
And now, his robust life has become myth.	O ne a sa tlwaelega e le tota e bile a sa tshabe go bontsha seo.
All we have left is a legacy of astonishing music.	Le jaanong, botshelo jwa gagwe o kare sengwe se se iseng se nne teng.
We must now develop the language and critical tools to describe and analyse the potency of his work.	Se re setseng ka sona fela ke boswa jwa mmino wa gagwe.
We must also begin to honour his music and cultural accomplishments.	Jaanong re tshwanetse go tlhama puo le didiriswa tse di leng botlhokwa go tlhalosa le go sekaseka tiro ya gagwe.
Fela’s Afrobeat’s legacy.	Gape re tshwanetse go simolola go tlotla mmino wa gagwe o le diphitlhelelo tsa gagwe tsa setso.
There are reservations about how appropriate Fela’s possible induction into the Rock & Roll Hall of Fame is.	Boswa jwa ga Fela jwa mmino.
He created a genre of music that defies standard systems of categorisation.	Go na le dipelaelo tsa gore go tsenngwa ga ga Fela kwa “Hall of Fame” ya mmino wa Rock & Rock go maleba go le kana kang.
It was the only way he could create art.	O tlhamile mofuta wa mmino o o nnileng kgatlhanong le tsamaiso e e tlwaelegileng.
A tricky legacy.	E ne e le mokgwa o le mongwe fela o a ka diramg botsweretshi ka ona.
It comprises a seductive fusion of diverse musical genres, politics, pan-Africanism, eroticism and funky, spirited grooves and attitudes.	Boswa jo bo gakang.
You cannot separate one from the other.	E le mefuta e e farologaneng ya mmino le motswako o o sa tlwaelegang, dipolotiki, mmoni wa Seaforika, dipina tsa semowa le maikutlo.
And that is why his fans and imitators can only come up with a shallower, globally acclaimed subgenre  Afrobeats.	O ka se di aroganye.
Although, Felas work influenced todays Afrobeats, it is still a reduction of the original form.	Ke ka ga moo balatedi le baetsisi ba gagwe ba kgona go tla fela ka mmino wa Afro o lolea o o tumileng lefatshe ka bophara.
Theres a wide gulf between Afrobeat and Afrobeats.	Le mororo mmino wa ga Fela o rotloeditse mmino wa gompieno wa Afro, e sa ntse e le phokotso ya mmino wa kwa tshimologong.
Felas work stands out in terms of musical proficiency, ideological rigour and spiritual potency.	Go na le pharologano e kgolo magareng ga Afrobeat le Afrobeats.
Judgement in the matter between DJ Nkosinathi Maphumulo, popularly known as Black Coffee, and former wife Mbalenhle Mlotshwa has been reserved.	 Tiro ya ga Fela e a itlhaola ka ntlha ya bokgoni jwa gagwe jwa mmino le tumelo ya semowa.
The Randburg Magistrates Court heard an application for a protection order, preventing Black Coffee from entering his former marital home.	Katlholo mo kgetseng e e magareng ga DJ Nkosinathi Maphumulo, yo o itsegeng thata ka la Black Coffee, le mosadi Mbalenhle Mlotshwa e beetswe kwa thoko.
Mlotshwa, popularly known as Enhle Mbali, applied for the protection order after she accused Maphumulo of domestic violence.	Kgotlatshekelo ya bomagiseterata ya kwa Randburg, e utlwile kopo ya taelo ya tshireletso, go thibela Black Coffee go tsena kwa legaeng la gagwe la maloba la lenyalo.
The two took to the courts following an alleged altercation in their home in March.	Mlotshwa, yo o itsegeng thata ka la Enhle Mbali, o dirile kopo ya Taelo ya Tshireletso morago ga go latofatsa Maphumulo ka tirisodikgoka ya tsa selegae.
Maphumulo allegedly slapped Enhle Mbali on the wrist after a disagreement.	Bobedi jo bo ile kwa kgotlatshekelo morago ga kgotlhang e ba nnileng le yona kwa legaeng la bona ka kgwedi ya Mopitlwe.
It is believed Maphumulo was unhappy with a birthday celebration held at the home.	Go kaiwa fa Maphumulo a faphotse Enhle Mbali mo letsogong morago ga go sa utlwaneng.
Individuals, who came to support the actress, took a stance against Gender-Based Violence.	Go dumelwa fa Maphumulo a ne a sa itumelela mokete wa letsatsi la matsalo le le neng le tshwaretswe kwa gae.
Family representative, Themba Mhinga, says Mlotshwa is seeking protection from the courts.	Batho ba ba neng ba tlile go tshegetsa modiragatsi wa thelebišhene, ba bontshitse fa ba le kgatlhanong le tirisodikgoka e e ikaegileng ka bong.
We believe that it is essential right now for all women, regardless of whether they have been to court or not, to be supported if they and when they come across any issue that is gender-based violence relate, explains Dr Moetse.	Moemedi wa lelapa, Themba Mhinga a re Mlotshwa o batla tshireletso go tswa kwa dikgotlatshekelo.
The DJ is opposing the protection order.	Re dumela gore go botlhokwa jaanong go basadi botlhe, go sa kgathalasege gore a ba ya kwa kgotlatshekelo kgotsa nnyaa, go engwa nokeng fa ba kopana le mathata mangwe le mangwe a a tsamaelanang le tirisodikgoka e e ikaegileng ka bong, go tlhalosa Ngk Moetse.
Nature conservation officials have finally been able to determine the gender of the baby white rhino that was born at the Rietvlei Nature Reserve in Pretoria two weeks ago.	DJ o ganetsana le taelo ya tshireletso.
The calf is a male and will be named Alpha.	Batsamaisi ba tshomarelo ba feleleditse ba kgonne go bona bong jwa tshukudu e e tshweu e e belegetsweng kwa Rietvlei kwa Pretoria dibeke tse pedi tse di fetileng.
Rietvlei Nature Reserve discovers a newborn rhino calf.	Namane e, e tonanyana mme e tlaa bidiwa Alpha.
MMC for Environmental and Agricultural Management in the City of Tshwane, Dana Wannenburg, says rhino names are determined alphabetically, and Alpha is the first to be born since the last name, Zulu, was allocated.	Lefelo la tlhago la kwa Rietvlei le itemogetse namane ya tshukudu e e sa tswang go tsalwa
Currently, Alphas mother, India, is keeping him well away from humans.	MMC wa tsa Tikologo le Botsamaisi jwa temothuo mo toropong ya Tshwane, Dana Wannenburg, a re maina a ditshukudu a abiwa go ya ka tatelano ya ditlhaka, mme Alpha ke ena wa ntlha go belegwa, fa e sale go ne go abilwe leina la Zulu mo nakong e e fetileng.
But as we head into the winter months, and with conservation officials running a supplementary feeding programme, young Alpha will become more used to human contact.	Ga jaana, mmaagwe Alpha, India, o dira tiro e ntle go mo sireletsa mo bathong.
It will become much easier for the public to see him when they visit the reserve, adds Wannenburg.	Fela jaaka re lebile kwa dikgweding tsa mariga, mme batlhankedi ba tshomarelo ba simolotse go tsamaisa lenaneo la phepo ya tlaleletso, Alpha o tlaa simolola go tlwaela batho.
The reserve said last week that Alphas birth reflected the success of their Rhino Conservation Programme, which dates back to the 80s.	Go tla nna bonolo go setšhaba go mo bona fa ba etetse Rasefe, Wannenburg o a tlaleletsa.
The South African-made documentary My Octopus Teacher has won the British Academy Film Awards (BAFTA) for Best Documentary.	Rasefe e rile mo bekeng e e fetileng, tsalo ya ga Alpha e bontshitse katlego ya lenaneo la bona la go somarela ditshukudu, le le simolotseng ka di dingwaga tsa bo 1980.
The awards presentation ceremony, held in London, had no audience due to COVID-19 restrictions and was streamed live.	Lenaneo la tshedimosetso la mo Aforikaborwa “My Octopus Teacher” le ikgapetse sekgele sa akatemi sa difilimi (BAFTA) jaaka lenaneo la tshedimosetso le le gaisang.
We would like to dedicate this award to the nomadic community who so generously welcomed us into their lives, Zhao, who won the director category, said in her acceptance speech.	Moletlo wa tlhagiso ya dikabelo, yo o neng o tshwaretswe kwa London, o ne o sena babogedi ka ntlha ya dikgoreletsi tsa COVID-19 mme o ne o lebilwe mo mafaratlhatlheng.
Thank you for showing us that ageing is a beautiful part of life, a journey that we should all cherish and celebrate.	Re batla go lebisa sekgele se kwa baaging ba Nomadland, ba ba re amogetseng mo matshelong a bona ka dipelo tse ditshweu.  Zhao, yo o gapileng sekgele sa ka fa tlase ga setlhopha sa bokaedi, o ne a tlhalosa mo puong ya gagwe ya kamogelo ya sekgele.
How we treat our elders says a lot of about who we are as a society and we need to do better.	Re lebogela fa o re bontshise gore go tsofala ke karolo e ntle ya botshelo le gore rotlhe re tshwanetse go e e itumelela le go e keteka.
Outstanding British film went to #MeToo revenge movie Promising Young Woman, which also won original screenplay.	Tsela e re tshwarang bagolo ba rona ka yona, e tlhalosa go le gontsi gore re le morafe, re bo mang mme re tshwanetse go dira botoka.
The academy also paid tribute to Prince Philip, Queen Elizabeth’s husband, who died on Friday, aged 99.	Filimi ya kwa Britain e e mantlhotlho e tserwe ke “Me Too” filimi ya ipusolosetso “Promising Young Woman”, e e ikgapetseng gape le sekgele sa tlhagiso.
Philip was named BAFTAs first president in 1959.	Akatemi e gape e akgola e ile ya akgola kgosana Phillip, monna wa ga kgosigadi Elizabeth yo o tlhokafetseng ka Labotlhano, a le dingwaga di le 99.
His grandson Prince William is BAFTAs current president.	Phillip o ne a bewa jaaka moporesidente wa ntlha wa BAFTA ka 1959.
Brokeback Mountain and Life of Pi director Ang Lee received the BAFTA Fellowship, the academy’s top honour, for his contribution to film.	Setlogolo sa gagwe Kgosana William, ke ena moporeditente wa BAFTA wa ga jaana.
Prince Harry arrived back in Britain on Sunday ahead of his grandfathers funeral in Windsor, the Sun newspaper reported, citing an eye witness.	Mokaedi wa “Brokeback Mountain” le “Life of Pi”, Ang Lee, o amogetse sekgele sa BAFTA a go tlhaba baakatemi-bagolo botlhale, tlotla ya maemo a a kwa godimo, ya go nna le seabe ga gagwe mo filiming.
Andrew joined his siblings Charles, Anne and Edward in saying they had taken strength from the outpouring of affection and would rally around their mother in her time of grief.	Kgosana Harry o gogogile kwa Britain ka Sontaga pele ga phitlho ya ga rremogolo wa gagwe kwa Windsor, kuranta ya letsatsi la Sontaga e begile fa e ikutlwetse ka motho yo iponetseng ka matlho.
You know it’s going to happen	Andrew o kopanetse puo le bonnaawe, Charles, Anne le Edward fa ba ne ba re ba bone maatla go tswa mo loratong le ba le bontshitsweng mme ba tlaa tshegetsa mmaabona mo nakong e ya kutlobotlhoko.
but you are never really ready, Anne said in a statement.	O a itse gore e tlile go diragala.
Andrew called his father a remarkable man after he left a private church service in Windsor, near where Philip died on Friday aged 99.	Mme ga o dule o le malala a laotswe. Anne o buile jalo mo puong ya gagwe.
I think the way I would put it is we’ve lost almost the grandfather of the nation.	Andrew o biditse rraagwe monna yo o makatsang morago ga go tswa kwa tirelong ya kereke ya poraefete kwa Windsor, gaufi le fa Phillip a tlhokafaletseng teng ka Labotlhano, a le dingwaga di le 99.
Prince Edward echoed that, saying: He might have been our father, grandfather, father-in-law but he meant so much to so many other people.	Ke akanya e tlaa e baya ka mokgwa wa gore, re latlhegetswe ke rraagwemogolo wa setšhaba.
Edwards wife, Sophie, told well-wishers of Philips final moments.	Kgosana Edward o ne a dumalana le ena fa a ne a re: A ka tswa e ne e le rraarona, rremogolo wa rona rre wa rona ka lenyalo mme o ne a le botlhokwa thata le mo bontsing jwa batho ba bangwe.
It was right for him.	Mosadi wa ga Edward, Sophie, o ne a bolelela bagomotsi ka ditiragalo tsa bofelo tsa ga Phillip.
It was so gentle.	E ne e mo tshwanetse.
It was just like somebody took him by the hand and off he went, she said.	E ne e le bonolo thata.
Very, very peaceful.	E ne e kare motho mongwe o tsere ka seatla mme a tsamaya fela jalo, a rialo.
And that’s all you want for somebody isn’t it?	E e tletse kagiso thata.
US pays tribute to Prince Phillip.	Mme ke sona se o ka batleng motho seo, a ga go a nna jalo?
Andrew has rarely been seen in public since he stepped down from official duties in 2019 over the controversy surrounding his association with the disgraced late US financier Jeffrey Epstein.	US e akgola kgosana Phillip.
At Canterbury Cathedral, the Archbishop of Canterbury prayed for those who found that the death of the Duke of Edinburgh, as Philip was officially known, had left a very great gap in their lives.	Andrew o ntse a bonagala sewelo mo setšhabeng fa e sale a tlogela ditiro tsa gagwe tsa semmuso ka 2019, ka ntlha ya kgolagano ya gagwe e e tlhabisang ditlhong le rraditšhelete wa kwa US, moswi Jefferey Epstein.
As part of eight days of national mourning, people gathered outside Windsor Castle and other royal palaces to leave flowers, while religious and political leaders expressed support for the queen, the world’s oldest and longest-reigning monarch.	Kwa kerekeng ya Canterbury, Mobishopomogolo wa Canterbury o rapeletse ba ba lemogileng gore loso lwa Kgosana ya Edinburgh, jaaka Phillip o ne a itsege, le tlogetse phatlha e kgolo mo matshelong a bona.
A note attached to a Royal Navy peak cap left amongst flowers at Windsor, a tribute to Philips service in the navy, read: God bless you Sir, you were an example to us all.	Jaaka karolo ya malatsi a le robedi a kutlhobotlhoko ya bosetšhaba, batho ba ne ba kokoana kwa ntle ga ntlo ya segosi kwa Windsor, go tlogela malomo, fa baeteledipele ba bodumedi le ba sepolitiki ba bontshitse tshegetso go kgosigadi, e e leng Kgosigadi e e di fetang tsotlhe ka dingwaga e bile e busitse nako e telele.
