en	lug
Other aircraft in the fleet have names like Kigoma, Zanzibar, Mwanza and Musoma.	Ennyonyi endala z'erina zirina amannya gamba nga Kigoma, Zanzibar, Mwanza ne Musoma.
In 2006, the airline and Toulouse based Regional Transport Airplanes signed a one hundred twenty six million dollars deal to deliver seven brand new aircraft.	Mu 2006, ekitongole ky'ennyonyi kyakola endagaano ya doola obukadde 126 ne kampuni y'ennyonyi ey'e Toulouse okuguza Uganda ennyonyi musanvu empya ttuku.
Up to six aircraft have been delivered from when the deal was signed and the fin al plane will be delivered in September 2010.	Okuva endagaano eyo bwe yakolebwa, ennyonyi mukaaga zaamala ddala okutuuka era endala ejja kuleetebwa mu Ssebutemba 2010.
Precision air flies to Mombasa’s Moi International Airport, Jomo Kenyatta International Airport in Kenya and Entebbe International Airport in Uganda.	Ennyonyi ya Precision ebuuka n'etuuka ku kisaawe kya Mombasa’s Moi, ku kya Jomo Kenyatta mu Kenya, oluvannyuma n'etuuka ku kisaawe ky'Entebbe mu Uganda.
An Australian newspaper reported last week that SAB-Miller had hired JPMorgan and Royal Bank of Scotland as advisers for a potential bid but no decision has yet been made.	Olupapula lw'amawulire mu Australian lwagamba wiiki ewedde ekitongole kya SAB-Miller kyali kipangisizza JPMorgan ne Royal Bank of Scotland okukiwa amagezi ku nsonga emu ey'eby'obusuubuzi gye kyali kitannasalawo.
SABMiller generates about eighty five percent of its profits from the emerging markets of Latin America, Africa and Asia.	Ebitundu 85 ku buli kikumi ekya ssente ekitongole kya SAB-Miller kye zifuna kizikola mu butale obuli mu Latin America, Afirika, ne Asiya.
Low paid South Africans who last year campaigned for Jacob Zuma as the people’s president now say he has betrayed them.	Abantu b'omu South Africans bamufuna mpola abaalonda Jacob Zuma okuba pulezidenti kati bagamba nti yabalyamu olukwe.
These are some of the people who brought Zuma to power.	Bano be bamu ku bantu abaaleeta Zuma mu buyinza.
As the strike raged, the same people were potentially talking about getting Zuma out.	Okwekalakaasa bwe kwali kugenda mu maaso, abantu abo be bamu baali bagamba nti baagala Zuma alekulire.
The Congress of South African Trade Unions was one of the key players in the Zuma for president campaign.	Ekibiina kya Congress of South African Trade Unions kye kimu ku byasemba Zuma okuba pulezidenti.
But there are also deep policy divisions and critics of Zuma in the unions want him to scrap the labour brokering system which bypasses unions pay negotiations.	Naye era waliwo okwemulugunya kwa maanyi mu nkola y'ebintu era abavumirira Zuma bamusaba aggyewo enkola y'abakozi okufunira emirimu okuyitira mu babbulooka kubanga etaataaganya ensasula y'abakozi eyakkiriziganyibwako.
Zuma has wanted to please everybody but in this kind of situation you can’t please everybody.	Zuma ayagala nnyo okusanyusa buli omu naye ku luno ekyo tekisoboka.
The strike could be a tipping point author William Gumede told South Africa’s Mail and Guardian newspaper.	Omuwandiisi William Gumede yagamba olupapula lw'amawulire olwa South Africa’s Mail ne Guardian nti  okwekalakaasa kuno kuyinza okuba nga kugenda kuleetawo enkyukakyuka ey'amaanyi .
The Youth League, previously seen as another pillar of support for Zuma, has even more radical policy demands. 	Ate bo aba Youth League, abamanyiddwa okuba ng'emabega nabo baali bawagira Zuma, balina n'enkyukakyuka endala ez'amaanyi ze basaba zikolebwe mu ntambula y'ebintu.
After being criticised for indulging the ruling party youth league leader Julius Malema.	Julius Malema, akulira Youth League, oluvannyuma lw'okuvumirirwa olw'engeri gyea yali akolaganyeemu n'ekibiina ekiri mu buyinza.
In response, Mr Malema, who once vowed to kill for Zuma is now turning his vitriol against the president.	Mu kwerwanako, Mw Malema, olumu eyagamba nti yali asobola okuta omuntu yenna amukwatira ku Zuma kati yali amukyukidde.
Now that you are given power by the people of South Africa, you still go to the Queen  of England and behave like you don’t have power from the people.	Kati oluvannyuma lw'abantu ba South Africa okukukwasa obuyinza, okyagenda eri Nnaabakyala wa Bungereza nga weeyisa ng'atalina buyinza.
Until now, Zuma had not said much about the strike, instead continuing with his pre planned presidential duties.	Okutuusa mu kaseera ako, Zuma yali talina kya maanyi ky'ayogedde ku kwekalakaasa okwo, era yagendanga bugenzi mu maaso nga yeekolera mirimu gye egy'obwa pulezidenti.
What is Zuma doing in China while we struggle?	Kiki Zuma ky'akola mu China nga ffe tuli eno tulwana?
These are some of the people who brought Zuma to power.	Bano be bamu ku bantu abaayamba Zuma okujja mu buyinza.
As this strike goes on, the same people are potentially talking about getting Zuma out.	Ng'okwekalakaasa kuno kugenda mu maaso, abantu abo be bamu boogera ku ky'okuggya Zuma mu buyinza.
But Mr Zuma has also been under pressure not to destroy Africa’s strongest economy.	Kyokka era Zuma ateekeddwako akazito obutasuula bya nfuna bya nsi ya Afirika esingayo okuba ey'amaanyi mu by'enfuna.
While advances to customers increased to three hundred sixty five billion from three hundred and six billion in June 2009.	Mu kiseera kye kim, ssente bbanka ze ziwa bakasitoma zeeyongera okuva ku buwumbi 306 mu Jjuuni 2009 ne zituuka ku buwumbi 365.
Zuma was finally moved to rebuke him after the young firebrand praised Zimbabwe's President Robert Mugabe while on a trip to Harare earlier this year.	Kya ddaaki Zuma yawalirizibwa okunenya omuvubuka eyawaana pulezidenti wa Zimbabwe, Robert Mugabe bwe yagendako mu Harare ku ntandikwa y'omwaka guno.
I dont believe Zuma has the capability to offer leadership that would steer up the country beyond her current challenges.	Si kiwa nti obukulembeze bwa Zuma busobola okuyamba ensi yaffe okuvuunuka ebizibu bw'erimu kati.
Zuma's obituary has already been written and will need all his survival instincts to see off these challeneges.	Simanyi Zuma kyakyayinza kukola kugonjoola bizibu bino.
Industrial strikes detered Zuma's chances of acquiring a second term as South African civil servants staged an indefinite nation wide strike.	Abakozi ba kampuni okwekalakaasa kyalemesa Zuma okuweebwa ekisanja eky'okubiri.
Between September third and nineth two thousand ten, the Independent wrote about an organised house party in Munyonyo in early tho thousand nine.	Wakati wa Ssebutemba 3 ne 9, 2010 olupapula lwa Independent lwawandiika ku kabaga ak'omu nnyumbaa akaategekebwa e Munyonyo ku ntandikwa ya 2009.
At one point, a whisper circulated amongst those in attendance that Qwela would be performing.	Bwe kaali kagenda mu maaso, oluvuuvuumo lwatandika okuyita nti aba bbandi ya Qwela baali bagenda kuyimba.
After the show, Qwela had to push their van out of the mud from where it had gotten stuck.	Oluvannyuma lw'akabaga ako, aba Qwela baalina okusindika emmotoka yaabwe okuva mu bisooto mwe yali eremedde.
Over a year later, Qwela was nolonger stuck in the mud.	Oluvannyuma lw'omwaka okusukka mu gumu, aba Qwela baali tebakyalemedde mu bisooto.
On August twentieth, they held a much publicised and hugely well received concert at Serena Hotel with fifty thousand shillings per ticket.	Nga Agusito 20, baategeka ekivvulu eky'amaanyi ku Serena Hotel era buli tikiti yali egula emitwalo etaano.
The band played, sang, and danced for over three hours and left the stage with an applause from hundreds of spectators.	Aba bbandi eyo baazannya, baayimba, era baazina okumala essaawa ezisukka mu ssatu era baasanyusa nnyo enkumi n'enkumi z'abantu abajja okubalaba.
One of the audience members, Darlyne Kyomukama said that the combination of Kinyarwanda and electric guitar was probably the best thing she had ever seen.	Darlyne Kyomukama, omu ku balabi, yagamba nti engeri gye baakwanaganyaamu Olunnyarwanda ne ggita y'amasannyalaze kye kintu ekikyasinzeeyo okusanyusa kye nnali ndabye.
The music incorporated the strains of Fela Kuti, Santana, Eric Wainanina, Habib Koite and many more.	Ennyimba zaabwe zaalimu enkuba ya Fela Kuti, Santana, Eric Wainanina, Habib Koite, n'abalala bangi.
The shouts coming from crowd during guitarist Michael Ouma's massively elaborate and extended solos seemed to draw surprise and delight.	Enduulu abantu ze baakubanga nga Michael Ouma asuna endongo zaali zeewuunyisa era nga zireeta akamwenyumwenyu.
The production values, sound quality and professionalism exhibited at the show was world class.	Buli kimu kye baali bakola kyali ku mutindo gwa nsi yonna.
For Joe Kahirimbanyi, singer, guitarist and band leader of Qwela, it was asn indicator of what's to come.	Joe Kahirimbanyi, omuyimbi, omukubi wa ggita, era akulembera bbandi ya Qwela yagamba nti ekyaliwo ku olwo kiraga nti waliwo ebirala bingi ebijja.
He predicts that Afro-Fusion will happen in a big way within the next two years.	Yagamba mu myaka ebiri egijja, ennyimba z'Abafirika zigenda kweyongera okulabikira ku siteegi ennene.
The recurring themes in Afro-Fusion separate the style from others because musicians are technically proficient and have a wide variety of musical influences.	Abayimbi Abafirika ba njawulo nnyo ku balala kubanga balina obukugu bungi era bayimba ku bintu bingi.
One song detailed the story of a child soldier in Nothern Uganda.	Oluyimba olumu lwali lwogera ku mwana mu bukiikakkono bwa Uganda eyayingira amagye ng'akyali muto.
Music has been referred to as the bloodless revolution as explained by Mister Kahirimbanyi.	Mister Kahirimbanyi yagamba nti ennyimba zirina amaanyi.
Francis said that they aim at creating a distinctive  sound for Uganda that people will recognise as Ugandan just like Congolese music or West African music.	Francis yagamba nti zikubwa n'ekigendererwa eky'okulaga enjawulo, ng'omuntu bw'awulira oluyimba amanyirawo nti olwo lusibuka Ugand, nga bwe kiri ne ku nnyimba z'e Congo oba ez'amawanga agali mu bugwanjuba bwa Afirika.
Qwela joins a generation of young, hungry artisitic Ugandans who are proud of their nationality and are acutely aware of the associated problems.	Aba Qwela beegasse ku mugigi gw'abavubuka Bannayuganda abayimbi beenyumiriza mu ggwanga lyabwe era abamanyi obulungi ebizibu lye birina.
Local film makers fighting Holywood and Bollywood, young visual artists who turn their backs on the art promoters have the same challenges.	Abakozi ba firimu aba wano abavuganya ne Holywood ne Bollywood, abavubuka abalina ebirooto abeetongola ku bapromoota baabwe basanga okusoomooza kwe kumu.
The promise of the genre was evident at Qwela's concert.	Ekivulu kya Qwela kyalaga nti aba bbandi eno baali ba njawulo nnyo.
The people in attendance were diverse in terms of race, sex, age and were all enjoying themselves.	Abantu abajja mu kivvulu kino baali ba mawanga ga njawulo, ekikula kya njawulo, n'emyaka gya njawulo era bonna baali banyumirwa ebigenda mu maaso.
"Probably the biggest cheer of the night came in response to mister Kahirimbanyi's rallying call of ""its a little bit of Africa""."	"Kirabika ekintu ekyasinga okubya abantu eduulu ku olwo bye bigambo Mw Kahirimbanyi bye yayogera nti ""kino kiringa kya Kifirika""."
This is our music, this is Africa and this is who we are.	Zino ze nnyimba zaffe, eno Afirika era kino kye tuli.
Most of the Afro-Fusion bands have been around for two or three years.	Bbandi z'Ekifirika esizinga obungi zibaddewo kumala myaka ebiri oba esatu.
The large concert gave Qwela the chance to showcase their own song writing talents and also to express themselves fully.	Ekivulu ekyo ekinenen kyawa aba bbandi ya Qwela akakisa okulaga obukugu bwe balina mu kuwandiika ennyimba n'okwolesa kye balinawo.
Over the next month or so, there were several high profile gigs for Afro-Fusion band. that is Bayimbi Festival showcasing between September seventeenth and nineteenth	Bakazannyirizi abatiikirivu baamala omwezi mulamba nga boogera ku ekyo bbandi eyo ey'Ekifirika kye yakola, gamba ng'ekivvulu kya Bayimbi Festival ekyaliwo okuva nga 17 okutuuka nga 19 Ssebutemba.
In two thousand nine. mister Kahirimbanyi realised that the music scene in Kampala was starting to pay attention to the Afro-Fusion's Katch the Sun in Bugolobi.	Mu 2009 minisita Kahirimbanyi yakyetegereza nti abayimbi bangi mu Kampala baali batandise okwetannira ennyo Afro-Fusion's Katch the Sun e Bugolobi.
On the evidence of that astonishing concert at Serena hotel, that is a feeling he has to get used to.	Okusinziira ku ekyo kye yalaba mu kivvulu ekyali ku Serena ekyo tekisaanidde kumwawuunyisa.
The Independent wrote about Qwela's real coming out and performance at Serena hotel between September third and nineth two thousand ten.	Olupapula lwa Independent lwawandiika ku ngeri bbandi ya Qwela gye yaggyayo n'ag'omu buto mu kivvulu ekyali ku Serena okuva nga 3 okutuuka nga 9, 2010.
W zero zero twenty five is the bond number.	W zeero zeero abiri mu ttaano ye nnamba ya bondi.
They are nearing Uganda Manufacturers Association Lugogo, the mobile numbers are zero seven seven or zero seven one two followed by the same remaining numbers in seven six zero seven eight six.	Bali kumpi ne Uganda Manufacturers Association e Lugogo, nnamba zaabwe ez'essimu zitandika ne 0772 oba 0712, n'ozaako 760786.
Shock absorbers dampen the effects of rough terrain, as well as the slight bouncing motion brought about by the springness of the tyre.	Saakamuzooba ziyamba mu butawulira nnyo binnya mipiira mwe girinnya.
