eng	kin
Since the coup, on Feb. 1, 2021, there have been widespread protests against the military regime. The regime cracked down violently in many cases, leaving more than 1,800 civilians dead and more than 10,000 arrested, charged or sentenced, according to the Assistance Association for Political Prisoners (Burma).	Kuva ihirikwa ry’ubutegetsi, ku ya 1 Gashyantare 2021, habaye imyigaragambyo yo kwamagana ubutegetsi bwa gisirikare. Ishyirahamwe rifasha imfungwa za politiki (Birimaniya) rivuga ko ubwo butegetsi bwahagurukiye mu buryo bwinshi, hasigara abasivili barenga 1.800 abandi barenga 10,000 batawe muri yombi, bakurikiranyweho cyangwa bakatirwa.
Some information in this report comes from Reuters and Agence France-Presse.	Amakuru amwe muri iyi raporo aturuka muri Reuters na Agence France-Presse.
	
Foreign Tourists Begin Arriving in New Zealand After COVID Restrictions Lifted	Ba mukerarugendo b'abanyamahanga batangiye kugera muri Nouvelle-Zélande Nyuma yo gukuraho COVID
For the first time in over two years, overseas tourists have been allowed to enter New Zealand starting Monday.	Bwa mbere mu myaka irenga ibiri, ba mukerarugendo bo mu mahanga bemerewe kwinjira muri Nouvelle-Zélande guhera ku wa mbere.
The island nation known for its natural beauty enacted some of the strictest lockdown measures during the COVID-19 pandemic, including very restrictive travel limitations.	Igihugu cyirwa kizwiho ubwiza nyaburanga cyashyizeho ingamba zikaze zo gufunga mugihe cyorezo cya COVID-19, harimo no kugabanya ingendo nke.
The country had reopened for tourists from Australia weeks ago, but the new relaxation of restrictions now allows tourists from over 60 countries to visit, including most European countries and the U.S.	Igihugu cyari cyongeye gufungura ba mukerarugendo baturutse muri Ositaraliya mu byumweru bishize, ariko uburyo bushya bwo kugabanya imipaka ubu butuma ba mukerarugendo baturuka mu bihugu birenga 60 basura, harimo ibihugu byinshi by’Uburayi na Amerika.
"Today is a day to celebrate and is a big moment in our reconnection with the world," said Tourism Minister Stuart Nash.	Minisitiri w’ubukerarugendo Stuart Nash ati: "Uyu munsi ni umunsi wo kwishimira kandi ni umwanya ukomeye mu kongera guhura n’isi".
Tourists must show they are fully vaccinated and test negative for the virus.	Ba mukerarugendo bagomba kwerekana ko bakingiwe kandi bapima virusi.
Citizens of China, India and other countries not given a waiver Monday are still not allowed to visit.	Abaturage bo mu Bushinwa, Ubuhinde ndetse n’ibindi bihugu batahawe uburenganzira bwo ku wa mbere ntibemerewe gusurwa.
Before the pandemic, tourism accounted for 5% of the countrys economic activity and 20% of its foreign income.	Mbere y’icyorezo, ubukerarugendo bwagize 5% by’ibikorwa by’ubukungu n’ibihugu 20% byinjira mu mahanga.
On Monday, 43 international flights carrying around 9,000 passengers were scheduled to leave or arrive at Auckland International Airport, Reuters reported.	Reuters yatangaje ko ku wa mbere, indege 43 mpuzamahanga zitwara abagenzi 9000 zari ziteganijwe guhaguruka cyangwa kugera ku kibuga cy’indege mpuzamahanga cya Auckland.
Some information in this report comes from The Associated Press and Reuters.	Some information in this report comes from The Associated Press and Reuters.
	
Report: Iran to Execute Swedish-Iranian National by May 21	Raporo: Irani izica igihugu cya Suwede-Irani bitarenze ku ya 21 Gicurasi
Iran will later this month execute a Swedish-Iranian national whom it has imprisoned since 2016 and convicted of spying for Israel, media reported.	Ibitangazamakuru byatangaje ko Irani mu mpera z'uku kwezi izica umunyagihugu wa Suwede na Irani yafunzwe kuva mu 2016 kandi ahamwa n'icyaha cyo kuneka Isiraheli.
Irans semiofficial ISNA news agency on Wednesday released a report in which Iranian officials stated that Tehran will implement the death penalty against Ahmad Reza Jalali by May 21.	Kuri uyu wa gatatu, ibiro ntaramakuru ISNA bitanga amakuru kuri Irans byatangaje raporo aho abayobozi ba Irani bavuze ko Tehran izashyira mu bikorwa igihano cy'urupfu kuri Ahmad Reza Jalali bitarenze ku ya 21 Gicurasi.
Jalali, a researcher and physician who specializes in disaster relief, was arrested during a visit to Iran in April 2016. In 2017, Jalali was sentenced to death in Iran after he had been found guilty of passing information about two Iranian nuclear scientists to Israel to help it assassinate several nuclear scientists.	Jalali, umushakashatsi n’umuganga w’inzobere mu gutabara ibiza, yatawe muri yombi ubwo yari mu ruzinduko muri Irani muri Mata 2016. Muri 2017, Jalali yakatiwe urwo gupfa muri Irani nyuma yo guhamwa n’icyaha cyo kugeza amakuru kuri siyansi ebyiri za Irani muri Isiraheli fasha guhitana abahanga benshi ba kirimbuzi.
Rights groups have condemned Jalalis detention, citing Irans pattern of detaining dual nationals and expatriates without due process.	Imiryango iharanira uburenganzira bwa muntu yamaganye ifungwa rya Jalalis, ivuga ko Irans yo gufunga abenegihugu bombi ndetse n’ababa mu mahanga nta nzira iboneye.
Iran does not recognize dual nationals.	Irani ntiyemera abenegihugu babiri.
The announcement came as authorities in Stockholm wrapped up the trial of Hamid Nouri, a former Iranian prosecution official whom Swedish officials arrested in November 2019.	Ibi byatangajwe mu gihe abayobozi i Stockholm bashoje urubanza rwa Hamid Nouri wahoze ari umushinjacyaha wa Irani, abayobozi ba Suwede bata muri yombi mu Gushyingo 2019.
Authorities say Nouri played a role in the deaths of political prisoners executed on Iranian government orders at Irans Gohardasht prison during the final phase of the Iran-Iraq war in 1988. Nouri has been held in custody in Sweden since his arrest.	Abayobozi bavuga ko Nouri yagize uruhare mu rupfu rw’imfungwa za politiki ziciwe ku itegeko rya guverinoma ya Irani muri gereza ya Irans Gohardasht mu cyiciro cya nyuma cy’intambara ya Irani na Iraki mu 1988. Nouri afungiye muri Suwede kuva yatabwa muri yombi.
On Wednesday, the final day of Nouri's trial, a Stockholm district court judge set the date of the verdict for July 14.	Ku wa gatatu, umunsi wa nyuma w’urubanza rwa Nouri, umucamanza w’urukiko rw’intara ya Stockholm yashyizeho itariki y’urubanza ku ya 14 Nyakanga.
Amnesty International put the number of those executed at the prison at 5,000 but said in a 2018 report that the number could be higher.	Amnesty International yashyize ahagaragara umubare w'abiciwe muri gereza ku 5.000 ariko muri raporo ya 2018 ivuga ko umubare ushobora kuba mwinshi.
Human Rights Watch, in a recent report, said, "Iran continues to be one of the worlds leading implementers of the death penalty."	Human Rights Watch, muri raporo iherutse, yagize ati: "Irani ikomeje kuba umwe mu isi iyobora abashyira mu bikorwa igihano cy'urupfu."
If Nouri is convicted, he will face a maximum life sentence on charges of international war crimes and human rights abuses. Iran recently summoned the Swedish envoy in protest over Nouris case.	Nouri aramutse ahamwe n'icyaha, azahanishwa igifungo cya burundu ashinjwa ibyaha mpuzamahanga by'intambara no guhonyora uburenganzira bwa muntu. Irani iherutse guhamagara intumwa ya Suwede mu rwego rwo kwamagana ikibazo cya Nouris.
Maja Aberg, senior policy adviser with Amnesty International Sweden, says it is no coincidence that Iran announced Jalalis pending execution just after Swedish prosecutors moved on Nouris trial.	Maja Aberg, umujyanama mukuru muri politiki muri Amnesty International Suwede, avuga ko bidahwitse ko Irani yatangaje Jalalis mu gihe hagitegerejwe kwicwa nyuma yuko abashinjacyaha ba Suwede bimukiye mu rubanza rwa Nouris.
"It indicates that (Iran) sees him as a kind of piece in the jigsaw puzzle, which is very worrying," Aberg told Sweden's TT news agency.	Aberg yatangarije ibiro ntaramakuru TT byo muri Suwede ati: "Byerekana ko (Irani) imubona nk'igice cyo mu gihirahiro, biteye impungenge cyane."
Swedish law allows for the prosecution of Swedish citizens and other nationals for crimes against international law committed abroad.	Amategeko ya Suwede yemerera gukurikirana abenegihugu ba Suwede n’abandi baturage ku byaha byibasiye amategeko mpuzamahanga akorerwa mu mahanga.
Some information for this report came from The Associated Press, Reuters and Agence France-Presse.	Amakuru amwe n'amwe yaturutse muri Associated Press, Reuters na Agence France-Presse.
	
Erdogan Goes to Riyadh to Seal Rapprochement	Erdogan Yagiye Riyadh Kashe Kwiyegereza
Turkish President Recep Tayyip Erdogan heads to Saudi Arabia Thursday for a two-day visit aimed at easing old tensions between Ankara and Riyadh.	Ku wa kane, Perezida wa Turkiya, Recep Tayyip Erdogan yerekeje muri Arabiya Sawudite mu ruzinduko rw’iminsi ibiri rugamije kugabanya amakimbirane ashaje hagati ya Ankara na Riyadh.
The Turkish leaders visit with the Saudi king comes after years of rivalry between their once-close countries.	Abayobozi ba Turukiya basuye n’umwami wa Arabiya Sawudite bije nyuma y’imyaka myinshi bahanganye hagati y’ibihugu byabo byahoze.
Mehmet Ogutcu is the head of the London Energy Club, a grouping of government and energy sector leaders. Ogutcu says the visit is the culmination of intense international diplomacy.	Mehmet Ogutcu ni umuyobozi wa Club y’ingufu za Londres, itsinda ry’abayobozi ba guverinoma n’ingufu. Ogutcu avuga ko uruzinduko ari indunduro ya diplomasi mpuzamahanga.
"President Erdogan has good relations with the king; with the crown prince Muhammad Bin Salman, we had serious difficulties," said Ogutcu. "Now it looks that I believe the*(Britons), and Americans, and the Qataris of course played some role, even the Azeris might have done this. And things are changing and relaxing a bit more, and now at the presidential level, it's going to be sealed."	Ogutcu ati: "Perezida Erdogan afitanye umubano mwiza n'umwami; n'umutware w'ikamba Muhammad Bin Salman, twagize ibibazo bikomeye". "Noneho birasa nkaho nizera * (Abongereza), n'Abanyamerika, ndetse na Qatar birumvikana ko hari uruhare bagize, ndetse n'abanya Azerisitani bashobora kuba barabikoze. Kandi ibintu birahinduka kandi biruhura gato, none kurwego rwa perezida, bigiye gushyirwaho kashe. "
Erdogan and the crown prince have been bitter rivals. The Turkish president led international condemnation over the murder of Saudi journalist Jamal Khashoggi, who was killed inside Saudi Arabias consulate in Istanbul.	Erdogan n'umutware w'ikamba babaye abanywanyi bakaze. Perezida wa Turkiya yamaganye amahanga kubera iyicwa ry'umunyamakuru wa Arabiya Sawudite, Jamal Khashoggi, yiciwe muri konsuline ya Arabiya Sawudite i Istanbul.
The killing was linked to the crown prince, a charge he denied. But the decision earlier this month to move the Khashoggi murder trial from Istanbul to Riyadh is seen as a gesture by Ankara, opening the way for Erdogan's visit.	Ubwicanyi bwari bufitanye isano nigikomangoma, ikirego arabihakana. Ariko icyemezo cyatangiye muri uku kwezi cyo kwimura urubanza rw’ubwicanyi rwa Khashoggi kuva Istambul kugera i Riyadh gifatwa nk’ikimenyetso cya Ankara, kikaba cyarafunguye inzira y'uruzinduko rwa Erdogan.
Ogutcu says with presidential elections due next year, Erdogan is looking for Saudi help to bail out the ailing Turkish economy.	Ogutcu avuga ko hamwe n'amatora ya perezida ateganijwe umwaka utaha, Erdogan arimo gushaka ubufasha bwa Arabiya Sawudite kugira ngo akize ubukungu bwa Turukiya burwaye.
"Turkey has an interest in reviving relations with Riyadh because Turkey needs financial support," said Ogutcu. "The Turkish economy is not attracting any significant portfolio investments nor sovereign wealth funds coming to invest Turkey. But this will be a give-and-take package deal involving these countries. So, there are real economic and political security interests involved."	Ogutcu ati: "Turkiya ishishikajwe no kongera umubano na Riyadh kuko Turukiya ikeneye inkunga y'amafaranga". "Ubukungu bwa Turukiya ntabwo bukurura ishoramari rikomeye cyangwa amafaranga y’umutungo wigenga uza gushora Turukiya. Ariko aya azaba amasezerano yo gutanga no gufata ibyemezo birimo ibi bihugu. Ku bw'ibyo, hari inyungu z’ubukungu n’ubukungu bya politiki zirimo."
Shared concerns over Iran's growing influence in the region -- along with its nuclear energy program -- provide important common ground between Riyadh and Ankara, says international relations professor Soli Ozel of Istanbul's Kadir Has University, especially as American attention is expected to pivot away from the Middle East and toward China.	Umwarimu w’umubano mpuzamahanga, Soli Ozel wo muri kaminuza ya Kadir Has ya kaminuza ya Istanbul, avuga ko impungenge z’uko Irani igenda yiyongera muri kariya karere - hamwe na gahunda yayo y’ingufu za kirimbuzi - bitanga icyerekezo rusange hagati ya Riyadh na Ankara. Uburasirazuba bwo hagati no mu Bushinwa.
"Turkey does propose itself as a counterweight to Iran. Both countries have an interest along with all the western countries for Iran not to be as influential throughout the region as it is today," said Ozel. "And the Iranians are also constantly sending signals that they are not going to let others draw them away from those countries - Iraq, Lebanon and Syria - where they have quite a lot of influence."	Ozel yagize ati: "Turukiya yiyerekana nk'ikibazo cyo guhangana na Irani. Ibihugu byombi bifite inyungu hamwe n'ibihugu byose byo mu burengerazuba bw'isi kugira ngo Irani itagira uruhare runini mu karere nk'uko bimeze ubu." "Kandi Abanyayirani nabo bahora bohereza ibimenyetso byerekana ko batazemera ko abandi babavana muri ibyo bihugu - Iraki, Libani na Siriya - aho bafite uruhare runini."
Erdogan's Saudi visit is part of a wider policy of seeking to repair relations across the region in a bid to end its isolation. The Turkish president has recently visited the United Arab Emirates and earlier this month hosted the Israeli president, Isaac Herzog.	Uruzinduko rwa Erdogan muri Arabiya Sawudite ni imwe muri politiki yagutse yo gusana umubano mu karere kose hagamijwe guhagarika akato. Perezida wa Turukiya aherutse gusura Leta zunze ubumwe z'Abarabu kandi mu ntangiriro z'uku kwezi yakiriye perezida wa Isiraheli, Isaac Herzog.
