en	ibo
The spokesman of the United Nations in charge of drugs and corruption, Sylvester Atere	Ọnụ na-ekwuru ndị ụlọọrụ United Nations na-ahu maka ọgwụ na mpụ bụ Sylvester Atere
said that the support will last for three years	kwuru na nkwado nke a ga erụ afọ 3.
other things you should know today	Ihe ndị ọzọ ị kwesịrị ịma taa
Pregnant women have protested	Ụmụnwaanyị dị ime emeela ngagharị iwe
There will be chaos in 2019 - Kukah	Ọgbaghara ga-ada na 2019 - Kukah
France 8 - Super Falcon 0	France 8 Super Falcon 0
There was a bad luck for the Super Falcons in the friendly match against France yesterday	Njọ ahịa mere ndị Super Falcons na mpi enyi na enyi ha na ndị France sọrọ ụnyahụ.
Women's African nations cup	Iko mba Afrika nke ụmụnwaanyị
This is the second time France is defeating the Falcons	Nke a bụ ugboro abụọ ndị France na-emeri ndị Falcons
Nigerian women footballers known as Super Falcons played a friendly match with France yesterday being Friday	Ụmụnwaanyị egwu bọlụ nke Naịjirịa bụ Super Falcons na nke ndị France sọrọmpi enyi na enyi ụnyahụ bụ Fraide.
The match they played brought badluck to the Super Falcons through eight solid goals defeat in MMArena stadium at Le Mans, France	Ya bụ mpi ha sọrọ kpọrọ ndị super Falcons ihụ ọjọọ site na ịgba ha ọkpụ asatọ chara acha na ọgbọ egwuruegwu MMArena na Le Mans, nke France.
The match they played was friendly in preparation for the Women's African nations cup in 2018	Mpi ha sọrọ bụ nke enyi na enyi maka nkwado egwuruegwu ụmụnwaanyị mba Afrika nke 2018.
This is the first match of their coach Thomas Dennerby of Sweden played	Ihe a bụ ụkwụ egwụ mbụ onye nkuzi ha bụ Thomas Dennerby nke Sweden tụrụ.
This is the second time France is defeating the Falcons	Nke a bụ ugboro abụọ ndị France na-emeri ndị Falcons.
The news that will interest you:	Akukọ ndị ga-amasị gị:
The greatest news of this morning: Super Falcons got 8 goals deafeat	Akụkọ kachasi n'ụtụtụ a: Super Falcons ritere ọkpụ 8
Social media was ablaze because of Aisha Wakil	Social media' nwuru ọkụ maka Aisha Wakil
Pregnant women have protested	Ụmụnwaanyị dị ime emeela ngagharị iwe
Firstly, is that the women's world cup played in Germany in 2011 which they defeated them with(1-0) 	Nke mbụ bụ na iko mba ụwa nke ụmụnwaanyị nke agbara na Germany na 2011 bụ nke ha ji otu (1 - 0) ọkpụ were merie ha.
France began immediately after the kickoff with pressure to score a goal in fourteenth minuite but Chiamaka Nnadozie resisted	France bidoro ozigbo amalitere ya bụ egwuruegwu chawa ọkụ nke bụ na ha chọrọ itiney otu golu na nkeji iri na anọ (nkeji 14) mana Chiamaka Nnadozie ekweghị ekwe.
The pressure of France became fruitful at nineth minuite (9th) when Miss Eugenie Le Sommer scored one goal 	Okụ ndị France na-acha mịtara mkpụrụ na nkeji nke iri itoolu (nkeji 9) mgbe nwaada Eugenie Le Sommer tinyere ofu n'ọnụgolu.
At 26th minuite, a Super Falcon was awarded a yellow card for the foul against a France player	Mgbe ọ banyere nkeji iri abụọ na isii (nkeji 26)............ ritere akwụkwọ edo maka arụrụala ọrụsara onye France.
Before half time, France has scored 3 goals against Super Falcons	Tupu ezụmike erụọ, France agbakanyela golụ atọ n'ọnụ gola ndị Super Falcons.
After the half time, at 54th minuite, Desire Oparanozie thretreaned them by firing a shot at France's goal post but their keeper could not give in	Ka anatachara ezumike (nkeji 54 ), Desire Oparanozie yiri ha egwu site na pịawanyere bọlụ dị ọkụ na golu ndị France mana golii ha ekweghị ekwe.
They recovered from Oparanozie's shock when one of their teammate Aminata Dilalo scored another goal against Super Falcon	Egwu Oparanozie menyere ha pụrụ ha n'anya mgbe onye otu ha bụ Aminata Dilalo tinyere golu ọzọ na ọnụgọlu ndị Super Falcon.
Another goal scored by Gauvin followed at 70th minuite making it 5 goals owed by the Falcons	Golu ọzọ nke Gauvin nyere sochiri azụ na nkeji 70 iji mezue ya ọkpụ ise ndị Falcon ji na-ụkwọ.
They also tried making it 7 goals added to the own goal scored by Faith Ikidi totalling it 7 goals	Ha kabakwara ahụ imezụ ya ọkpụ asaa tinyere nke Faith Ikidi jị aka ya nye onwe ha bụ nke mezuru ya ọkpụ asaaa.
Before the end of the match, Marie-Charlotte Leger succeeded in scoring another goal which made it 8 goals	Tupu egwuruegwu ahụ abia n'isi njedebe, Marie-Charlotte Leger gbara mbọ tinye ofu golu ọzọ nke mezuru ya asatọ.
Ghana: The collapse of the silver mining site has killed six people	Ghana: Ọdịda ogige ngwupụta ọlaedo egbuola mmadụ isii
Six people have died, whereas four people were injured in the silver mining site in Ghana	Mmadụ isii anwụọla, ebe mmadụ abụọ merụrụ ahụ n'ogige ngwupụta ọlaedo dị na Ghana.
There are various incidents in silver mining site in Ghana	Enwela ọtụtụ ihe mberede n'ogige ngwupụta ọlaedo na Ghana.
The silver mining industry in Western part of Ghana has collapsed, killed six people and injured two people	Ụlọọrụ ebe a na-egwupụta ọlaedọ dị na mpaghara ndịda nke mba Ghana adaala, gbuo mmadụ isii ma merụọ mmadụ abụọ ahụ.
This incident took place in Brong Ahafo located at kilometer 430 from city of Accra when they were replacing the fallen old path/pipeline in the industry	Ihe mberede a mere na Brong Ahafo nke dị kilomita narị anọ na iri atọ (430) site n'isi obodo bụ Accra mgbe a na-agbanwe elu ọwara ochie dị n'ụlọọrụ ahụ bụ nke daara ada.
The owners of that silver mining industry is one organization in America called Newmont which is the largest silver producers in the world	Ndị nwe ogige ngwupụta ọlaedo ahụ bụ otu ụlọọrụ dị na mba Amerịka akpọrọ Newmont bụ ndị kachasị na mmepụta ọlaedo n'ụwa.
The injured persons who are the workers of Consar Limited are the contractors in charge of changing of that path/pipeline	Ndị merụrụ ahụ bụ ndị ọrụ Consar Limited bụ ndị ji ọrụ ị gbanwe elu ọwara ahụ.
The spokesman of that company Agbeko Azumah said ' it is being announced the death of six people, other two who have been treated and asked to depart after the incident on Saturday'	Ọnụ na-ekwuchitere ụlọọrụ ahụ bụ Agbeko Azumah kwuru ' A na-ekwupụta ọnwụ mmadụ isii, abụọ ndị ọzọ bụ ndị agwọrọla n'ụlọọgwụ ma sị ha lawa mgbe ihe a mechara na satọde.'
The news that will interest you:	Akụkọ ndị ga-amasị gị:
Ghana is celebrating their independence today	Ghana na-eme mmemme nnwereonwe ha taa
The person as president of Ghana has seated	Onye nọ dịka onyeisiala mba Ghana ewerela oche
The deputy director of the company in Africa Alwyn Pretorius said 'All Newmont companies are in confusion over this incident'	Osote onyeisi ụlọọrụ ahụ n'Afrịka bụ Alwyn Pretorius kwuru ' Ụlọọrụ Newmont niile nọ na mgbagwoju anya n'ihe mberede a.
The most important thing now is to support the families, friends and also the dead workers	Ihe kachasị mkpa ugbu a bụ ikwado ezinaụlọ, ndị enyi n'akwa ndị ọrụ ndị a nwụrụ anwụ.'
This company has stopped work there and sacked her workers,as the investigation is on going	Ụlọọrụ a akwụsịla ọrụ n'ebe ahụ ma chụpụ ndị ọrụ ya, dịka nyocha ka na-aga n'ihu.
The policemen and those present there, have made the government workers and those in charge of economy in the country to know about this, Pretorius said.	Ndị uweojii na ndị nọ n'ebe ahụ, e meela ka ndị ọrụ gọọmentị gụnyere ndị na-ahụ maka akụnaụba dị n'ala mara maka nke a, Pretorius kwuru.
I do not know their father's whereabout- The mother of triplet	Amaghị m ebe nna ha nọ - Nwaanyị mụrụ ejima atọ
Since Ijeoma discovered of her triplet pregnancy, she has not seen her husband till now	Kamgbe Ijeoma chọpụtara na ọ dị ime ejima atọ, ọ hụbeghi di ya rue ugbua.
It is people who are helping her in the hospital	Ọ ndị mmadụ na enyere ya aka n'ụlọọgwụ.
It is a surprising thing that despite that Ijeoma has no twin in their home, she gave birth to triplet	Ọ bụ ihe ịtụ n'anya na agabanyeghi na Ijeoma enweghi ejima na be ha, ọ mụrụ ejima atọ.
But the problem is that since she discovered of her triplet pregnancy, she has not seen her husband 	Mana ihe bụ nsogbu bụ na kamgbe ọ chọpụtara na ime ya bụ ime ejima atọ, ọ hụbeghi di ya.
In her speech; 'the last time I saw him was in the month of December	N'okwu ya; 'oge m hụrụ ya anya ikpeazụ bụ n'ọnwa Disemba.
Nnia Nwodo: emulate your father Joe Achuzia	Nnia Nwodo: Ṅomie nụ nna unu Joe Achuzia
The leader of Ohaneze Ndigbo has warned the children of the Biafran philantropist Joe Achuzia to follow the footstep of their father	Onyeisi ọhaneze Ndigbo adọọla ụmụ dike Biafra bụ Joe Achuzia aka na nti sị ha soro nzọụkwụ nna ha.
Joe Achuzia	Joe Achuzia
Joe Achuzia is part of the leadership of Biafran soldiers war, fought from 1967 to 1970	Joe Achuzia sọ na ndị ndu ndị agha Biafra nke ọgụ a lụrụ bido n'afọ 1967 rue afọ 1970
When the news of the Biafran soldier and also Igbos philantropist Joe Achuzia's death came to town, it pained the people but they consoled themselves due to the kind of life he lived	Mgbe akụkọ ọnwụ onye agha Biafra ma bụrụkwa dike ndị Igbo bụ Joe Achụzia batara n'obodo,owutere ọtụtụ mmadụ mana ha kasiri onwe ha obi maka ụdiri ndụ o biri.
Especially in making the Igbos gain independent	Tumadị na imee ka ndị Igbo nwere onwe ha.
Nnia Nwodo the leader of Ohaneze Ndigbo instructed the children of the Biafran philantropist Joe Achuzia to try and follow the footstep of their father	Nnia Nwodo bụ onye isi Ohaneze ndị Igbo gwara ụmụ dike Biafra bụ Joe Achuzia ka ha gbaa mbọ hụ na ha soro nzọụkwụ nna ha.
He said this at the last memorial ceremony of Achuzia in Asaba yesterday	O kwuru nke a ka e mere emume ncheta ikpeazụ Achuzia n'Asaba ụnyaahụ.
Joe Achuzia: what you do not know about him	Joe Achuzia: Ihe ị na-amaghị maka ya
The burial of Cornel Joe Achuzia has started	Ebidoola akwamozu Kọnel Joe Achuzia
The Biafran soldiers	Ndị agha Biafra
Nwodo also instructed the Igbos not to be tired in campaigning for good position in good land where the people of that town will get equal authority/privilege despite their nationality 	Nwodo gwakwara ndị Igbo na ike agwụla ha n'ime ndọrọndọrọ maka ị nweta ọnọdụ ọma n'ala dimma ebe ndị obodo ahu ga-enweta ikike nhataha n'agbanyeghị ebe ha si.
He said that if they do this, it will be a great honour towards Achuzia	O kwuru na ha mee nke a, na ọ ga bụ nnukwu nkwanye ugwu dinyere Achuzia.
The news that will interest you:	Akụkọ ndị ọzọ ga-amasị gị:
Obiano will make Ojukwu's war house a tourist centre	Obiano ga-eme ụlọ agha Ojukwu ebe nkiri
Remove IPOB's name as 'terrorist group'	Wepụ aha IPOB dịka 'otu oyiegwu'
IPBO: Buhari's re-run will give us Biafra	IPOB: Mpụtagharị Buhari ga-enye anyị Biafra
Today is the fourth year of Chibok students' kidnap	Taa bụ afọ anọ atọọrọ ụmụakwụkwọ Chibok
Nigeria and entire world is remembering four years of Chibok students' kidnap. In the other hand, America, Uk and France have bombed Syria	Naịjirịa na mba ụwa na-echeta afọ anọ atọọrọ ụmụakwụkwọ Chibok n'aka ọzọ mba Amerịka, UK na Fransị atụọla ogbunigwe na Sirịa.
The most important news of today in summary:	Akụkọ ndị kachasị mkpa mere taa n'ichafu:
Today is the remembrance of the fourth year of Chibok students' kidnap	Taa bụ ncheta afọ anọ atọọrọ ụmụakwụkwọ Chibok
Today, Nigeria and many organizations in the entire world such as; UNICEF, BBOG are remembering the fourth year of the kidnap of 276 Chibok students	N'ụbọchi taa, Naịjirịa na otu dị iche iche na mba ụwa niile dịka UNICEF, BBOG na-echeta afọ anọ atọrọ ụmụ akwụkwọ Chibok dị narị abụọ na iri asaa na isii.
Remember that on 14th of April 2014, the Boko Haram set kidnapped these children from their school in Chibok, Borno state	Cheta n'abalị iri na anọ nke ọnwa Epurelu n'afọ 2014 ka ndị Boko Haram tọọrọ ụmụaka ndị a n'ụlọ akwụkwọ ha dị na Chibok nke Borno Steeti.
The Chibok students were kidnapped on 14th of April 2014	Atọọrọ ụmụakwụkwọ Chịbok n'abalị iri na anọ nke ọnwa Epurelu n'afọ 2014
The people of Afara Ukwu Ibeku, Abia state have not seen their King	Ndị Afara Ukwu Ibeku, Abia Steeti Ahụbeghị onye Eze ha
The traditional Prime Minister of Umuobasi, Isiama Afara Ukwu known as Chiemelam Odoemelam has raised an alarm that the community has not seen their King, Israel Okwu Kanu the father of Nnamdi Kanu the IPOB leader	Praịm mịnịsta ọdịnala nke Ụmụobasi,Isiama Afara Ukwu bụ Chiemelam Odoemelam etiela na mkpu na ndị obodo ha ahụbeghị onye Eze ha bụ Isreal Okwu Kanu nna onye ndu IPOB bụ Nnamdi Kanu.
He pleaded that those who hold him and his family captive should release their King whether he is alive or dead	Ọ rịọrọ ka ndị ji ya na ezinaụlọ ya kpọpụta onye Eze ha ma ọ dị ndụ ma ọ ọnwụrụ anwụ
The Nigerian soldiers attacked the family of King Obieze Israel Okwu Kanu who is the father of Nnamdi Kanu the IPOB leader	Ndị agha Naịjirịa wakporo ezinaụlọ Obieze Eze Isreal Okwu Kanu bu nna onye ndu IPOB bụ Nnamdi Kanu
The news that will interest you:	Akụkọ ndị ga-amasị gị:
It is four years of the kidnap of Chibok children 	Oruola afọ anọ eji tọrọ ụmụaka Chibok
Trump has condemned the killings in Syria	Trump akatọọla ogbugbu ndị mmadụ na Sirịa
The Igbos are vibrant in the Commonwealth competition	Ụmụ Igbo chị ọkụ n'asọmpị Commonwealth
America, UK and France have bombed Syria	Mba Amerịka, Uk na Fransị atụọla ogbunigwe na mba Sirịa
America, United Kingdom and France have jointly bombed the chemical producing industry in Syria, due to their attack on Douma with those war equipments 	Mba Amerịka , United Kingdom na Fransị agbakọtala aka ọnụ tụọ ogbunigwe n'ụlọọrụ ebe a na-eme ngwaagha kemịkal na mba Sirịa, maka mwakpo ha jiri ngwaagha ahụ mee n'obodo Douma.
This bomb blasted at the Syrian headquarters Damascus, also two other towns in part of Homs	Ogbunigwe a gbara n'isi obodo Sirịa bụ Damascus, nakwa obodo abụọ ọzọ dị na mpaghara Homs.
The France missile bomb is as if it is flying 	Ogbunigwe mịzaị mba Fransị dịka ọ na-efepụ
In sports	N'egwuregwu
Yesternight, Nigerians cleared four silver award which made it eight silver they have gotten in Commonwealth competition	N'abalị ụnyaahụ, ụmụ afọ Naịjirịa zakọọrọ nrite ọlaedo anọ nke mere ya ọlaedo asatọ ha nwetarala n'egwuregwu commonwealth.
