eng	luo
Ordinarily, any proposed change of law does not stop institutions and processes from continuing to function in line with the existing law.	Gie sani, lokruok moro amora ma nyalo dwarore ni otim e chike ok bi mono riwruoge kod chenro mag goyo ombulu ma nitie sani, dhi nyime ka giluwo chike ma pod tiyo.
This is regardless that the changes, in the case of the Constitution, are proposed through a Parliamentary initiative or a popular initiative, according to Articles 255–257 of the Constitution of Kenya.	Bed ni lokruogego, kuom ranyisi Chike ma tayo piny, ochiw kokalo kuom Parliament kata kokalo kuom migawo moro machielo, kaluwore gi Sula 255–257 mag Chike Kenya.
A proposed constitutional amendment does not create a vacuum in the law. 	Lokruoge ma onego otim e chike mag Kenya ok ket bugo moko e chikego.
Kenya is, therefore, not in a constitutional void, despite the fact that there is a proposal to amend the law, supported by President Uhuru Kenyatta and a powerful slew of the political class in the Opposition. 	Kata kamano, chike mag Kenya ok gin chike ma nono, kata obedo ni nitie lokruok moko monego otimnegi ma Ker Uhuru Kenyatta kaachiel gi chike ma jo siasa ma ni e  dwond buch ODM.
The real danger for the country resides in the possibility of rushing to a chaotic General Election, the necessary orderly processes having been slowed down by overwhelming focus on BBI.	Chandruok maduong' ma piny nyalo bedogo en, iko gige yiero maduong' ka girikni to mano biro miyo yierono okel tungni, ka chenro ma nyalo kelo kue okalie ng'wech mana nikech ji oketo pachgi ahinya e weche BBI.
That BBI is itself presently stalled in court corridors is a damper on the process. 	BBI ma ne osechung wachne e kot e ma mono chenrono dhi nyime.
Still, it stands a fifty-to-fifty chance of being resuscitated, as are all matters before the courts.	Kata kamano, pok ong'ad kare chuth kendo inyalo chiere kendo, nikech weche duto pod ni e lwet kot.
In the event that it survives the present setback, this would still not be adequate cause to slow down the electoral process.	To ka po ni gitony e wach ma monogi dhi nyime ni, mano ok nyis ni gibiro dwoko chien chenro mar goyo ombulu.
For, the electoral process is protected by the Constitution and the various relevant Acts, with the Elections Laws (Amendment) Act 2017 ranking foremost in statutory law.	Chenro mar goyo ombulu orit gi chike mag Kenya kod Chike ma moko motudore kode ka Elections Laws (Amendment) Act ma 2017 ni e ondamo ma nyime e kind chike mopwodh gi buche ma loso chieke.
The recent jump starting of the process to populate the commission in line with the Constitution and the Act signals the hope that all is not lost.	Chenro ma nyocha ochak machiegni mar medo komisona mag IEBC ka iluwo chike motudore gi wachno en gima nyiso ni weche pod nyalo losore.
For its part, the commission reports that it has developed the Elections Operations Plan (EOP) for the General Election, and the Boundaries Operations Plan (BOP). 	Migawo mar weche yiero, nogolo ripot ma nyiso ni ne giseloso migawo mar Elections Operations Plan (EOP) ne Yiero Maduong, kod migawo mar Boundaries Operations Plan (BOP).
Both should be launched soon, according to commission sources. 	Migawogo duto onego oland machiegnini ka luwore gi migawo mochung' ne weche ombulu.
Procurement and mass voter registration activities are expected to be done “on budget availability.”	Chenro kod tije mag kawo nying joma biro goyo ombulu onego ochakre “ka osegol bajet” mar goyo ombulu.
Continuous Voter Registration (CVR ) is said to be ongoing at constituency offices, all the time, except for where there are by-elections. 	Wachore ni migawo mar Continuous Voter Registration (CVR ) dhi nyime gi tich e ofise mag constituency, seche te kendo kuonde duto mak mana e alwora ma timo yiero mag weche mosieko apoya.
Procurement of technology support is also said to be on-going. 	Chenro mar iko gige teknoloji bende wachore ni dhi nyime.
Finally, the first tranche of the 2022 General Elections budget is expected to be included in the 2021-2022 financial year budget, to be read in a few days from now.	Mogik, moko kuom pesa ma ni e bajet mar Yiero Maduong' ma 2022 onego obed e bajet ma higa 2021-2022, ma ibiro som ndalo matin kochakore sani.
Regardless, the commission has massive work ahead.	Mopogore gi chal ma gintie, migawo mar weche ombulu pod nigi tije mang'eny ma pod onego gitim.
It has not done any mass registration of voters, as it admits.	Pok gichako timo registration mar jogo ombulu, mana kaka giwacho.
Ahead of the 2017 elections, mass registration was done in 2014 and 2017, despite the existing provision for continuous registration.	Motelo ne yiero ma higa 2017, tij kawo nying ji mathoth kiikogi ne goyo ombulu nochak tim e higa mar 2014 kod higa mar 2017, kata obedo ni thuolo mar timo kamano osebedo ka nitie kinde duto.
The law requires that such registration should be done and that registers must be open for inspection, at least 90 days to the election day. 	Chik dwaro ni okaw nying ji, kae onon nyingego kodong' ndalo 90 to ji timo yiero maduong'.
Registers were a huge bone of contention in the 2017 election controversies between NASA leaders on the one hand and Jubilee Party and IEBC on the other.	Ndiko nying ji ne okelo miero e ombulu ma higa mar 2017, e kind jotend NASA ma  ne ni konychiel kae to Jubilee Party kod IEBC koma chielo.
The country could be headed the same way again. Likewise, procurement issues seem to be in a dark place.	Mano gima nyalo timore e pinywa kendo. Mana kaka kinde mokalo, chenro mar loso weche pod ni e mudho.
In 2017 IEBC faced a plethora of pre-election litigation regarding procurement.	 E higa mar 2017 migawo mar IEBC ne nigi ywaruok mathoth e wi yore mopwodh gi sirkal mag timo yiero motelo ne Yiero Maduong'.
It is instructive that the process then began in 2016, unlike today when it is not even clear when the process is set to begin.	Nenore maler ni nochak los wechego e higa mar 2016, to mano opogore gi sani ma pok ong'e kata ni ibiro chak timgi karang'o.
As soon as IEBC invited tenders through advertisements, it found itself in court, landed with 50 cases that challenged the stages of procurement. 	 Mapiyo bang' ka migawo mar IEBC nosegwelo ji mondo oor kwayogi ne tijego, ne giyudore e kot, ka odonjnegi gi kes ma romo 50 ma kwedo okenge ma ne gitiyogo e loso wechego.
There was also legalistic wrestling with the of Public Procurement Advisory and Review Board over procurement.	Bende, ne gin gi ywaruok gi migawo mar Public Procurement Advisory kod Review Board e wi kaka ne giyudo thuolono.
The board cancelled the award of printing of ballot papers to Al-Ghurair Printing and Publishing Company of Dubai. 	Migawo mar Review Board noketho thuolo ma ne omi kambi mar Al-Ghurair Printing kod Publishing Company of Dubai mar goyo otese mag ombulu.
The courts also cancelled further awards, at least twice.	Bende, kot noketho thuolo mamoko ma ok tin ne ariyo ma ne omi kembe mamoko.
Repeat drama could be in the offing.	 Nenore ni gik ma kamago biro nwore kendo higani.
Meanwhile, NASA had a raft of 11 items dubbed “irreducible minimums.” 	Kata kamano, NASA ne nigi weche moko 11 ma giluongo ni “gik ma ok nyal loki.”
They wanted them addressed before they could participate in repeat presidential poll of October 2017.	Ne gidwaro ni owuo kuom wechego ka pok gidok e yiero mar ker ma ne idhi tim Oktoba higa mar 2017.
Some of the more critical concerns pertained to the ICT framework and its use at various stages, the manner of printing various forms and the details, as well as how they should be used and appointment of returning officers and, most important, result transmission. 	Weche mamoko ma korgi tek ma ne chando migawo mar ICT kod kaka itiyo kodgi e kidienje mopogore opogore ne gin, yo ma ne idhi tigo e goyo foms mag ombulu kod kaka ne gidhi chalo, kaka ne idhi ti kodgi kod kaka ne idhi yier joma tayo weche yiero kod lendo maggi, to moloyo duto, kaka ne idhi or dwoko mag yiero motimno.
All these concerns point to the possibility of politically chaotic times ahead.	Wechegi duto nyiso ni samoro weche siasa nyalo bedo mo korore kinde mabiro.
United Democratic Alliance (UDA) Secretary-General Veronica Maina has downplayed ongoing internal wrangles within the ‘hustlers movement’, saying it is nothing to worry about.	 Veronica Maina ma en Secretary-General mar migawo mar United Democratic Alliance (UDA) osemiyo ywaruok mag jo ‘hustlers movement’ onenre ka gima ok lich ahinya kowacho ni mago gik ma ok onego ochandwa.
The feud pits the mainstream UDA against Gatundu South MP Moses Kuria-led Peoples Empowerment Party (PEP).	Ywaruogno osemiyo UDA otelo ne Peoples Empowerment Party (PEP) ka gikedo gi MP ma Gatundu South Moses Kuria.
Speaking in Nakuru, Maina dismissed the infighting as ‘friendly fire’, saying the movement headed by Deputy President William Ruto allows members to differ on opinion.	Ka ne Maina wuoyo Nakuru, noluongo ywaruogno ni ‘maj osiepe’, grup ma otelne gi Jalup Ker William Ruto oyiene joma nie grubno obed gi paro mopogore opogore e wi wach moro.
“These (feuds) are bound to happen since UDA and other like-minded parties are attractive and one of the best political outfits being built today,” she said on the sidelines of a leadership and aspirants meeting.	E romo moro mar joma jiwo ji timo gik moko, Maina nowacho kama: “Ywaruogego pod biro betie nikech dwond bura mar UDA kod dwond buche ma moko ma chal kode ywayo ji kendo gin e ma inenogi kaka yore mabeyo mag timo siasa ma ji temo luwo e kindegi.”
Mr Muraya Githaiga, the new Rurii ward MCA in Nyandarua County taking an oath of office at the county assembly chambers during a special sitting	Mr Muraya Githaiga,  MCA manyien mar Rurii ward e Kaunti ma Nyandarua, ka chamo Muma e achiel kuom ute ma ni e county assembly e kinde romo moro makende
The leadership crisis at the Nyandarua County Assembly deepened on Friday after the acting clerk Elizabeth Muthui swore in newly elected Rurii Ward Representative, Muraya Githaiga.	Ywaruok mag telo e Nyandarua County Assembly nomedore Tich Abich bang' ka Elizabeth Muthui jal ma sani nono weche pesa, noketo e kom Rurii Ward Representative ma nyocha oyier Muraya Githaiga.
The ceremony was conducted in a special sitting convened by Deputy Speaker Zakary Njeru.	Nyasino notim e romo makende ma notelne gi Jalup Spika Zakary Njeru.
The event came a few days after Speaker Ndegwa Wahome was barred from accessing the assembly, following his reinstatement by Justice Joel Ngugi a week ago.	Nyasino notim ndalo matin bang' ka nosetam Spika Ndegwa Wahome donjo e romono, nikech noyudo osegole kuno gi Justice Joel Ngugi juma mokalo.
In his maiden speech, Muraya said one of his priorities is the rehabilitation of roads. 	Kogolo twage mokwongo, Muraya nowacho ni achiel kuom gik ma ochano timo en loso nderni mokethore.
Politics took centre stage during the burial of a businessman in Nandi Hills, which was attended by ODM leader Raila Odinga's son, Raila Odinga Junior, and leaders allied to Deputy President William Ruto.	Weche siasa nochacho e yiko mar ja ohala moro Nandi Hills, ma Raila Odinga Junior,  wuod jatelo mar ODM Raila Odinga, kod jotelo mamoko ma oriwore gi Jalup Ker William Ruto nodhiye.
During the funeral of Mombasa-based businessman Gregory Kipruto Koech on Wednesday, politicians used the podium to send conciliatory messages, urging Raila Junior to prevail upon his father to form an alliance with Ruto ahead of the 2022 General Election.	E yiko mar ja ohalo moro miluongo ni Gregory Kipruto Koech ma nodak Mombasa ma notim Tich Adek, josiasa nochung' e altar e nyiso kuyo margi, kendo jiwo Raila Junior mondo owuo gi wuon-gi mondo oriwre gi Ruto mondo gibed e winjruok achiel e Yiero Maduong' ma higa 2022.
Nandi Governor Stephen Sang, Kapseret MP Oscar Sudi and local MCAs recalled how the two leaders worked together during the 2007 elections where Ruto played a key role in the 'Pentagon', a political grouping that helped Raila clinch the PM position in the Grand Coalition government.	Gavana ma Nandi Stephen Sang, MP ma Kapseret Oscar Sudi kod MCA ma wuok e alworan, paro kaka jotelo ariyogo notiyo kanyachiel e kinde goyo ombulu ma higa 2007, kama ne Ruto omako kama duong' e 'Pentagon', ma en grup mar josiasa ma nokonyo Raila yudo kom mar PM e sirkal mar Grand Coalition.
Sudi said it was high time Raila backed Ruto's ambition to take over power from President Uhuru Kenyatta next year.	Sudi nowacho magi gin kinde ma koro Raila onego oriw lwedo paro ma Ruto nigo mar kawo loch higa manyien bang' Ker Uhuru Kenyatta.
“In 2008 Ruto campaigned for Raila and he became Prime Minister during President Kibaki's Grand Coalition government. Next year, we expect him to support the DP to become the next president,” he stated.	Nowacho ni, “E higa mar 2008 Ruto notimo ne Raila kampein maratip mobedo Prime Minister e kinde sirkal mar Grand Coalition ka Ker Kibaki e ma ne ni e loch. Higa manyien, wageno ni en be obiro konyo Jalup Ker mondo obed e loch.”
