eng	nya
Guterres also visited repentant Boko Haram fighters and praised authorities' reintegration program for more than 1,000 former fighters. 	A Guterres anayenderanso anthu omwe anatuluka m'gulu la Boko Haram ndipo ayamikira akuluakulu a pologalamu yobwezeretsa anthuwa chifukwa cha anthu oposera 1000 omwe anatuluka m'gulili.
He also commended authorities efforts to resettle displaced people back to their communities and called for more support to rebuild the region.  "The Borno that I found today is the Borno of hope, the Borno with future and I was very impressed to see the policy that is being deployed here, recognizing that you don't fight terrorism just by military means, you fight terrorism addressing the root causes of terrorism," he said. "The people that I met today in the IDP camps want to go back home in safety and dignity. The way to address terrorism effectively is to provide not only hope but a future of reality." 	Iwo ayamikiranso akuluakulu kamba koyesetsa kubwezeretsa anthu omwe anathawa kwawo ndipo apempha thandizo kuti amangenso mzindawu. "Borno yemwe ndampeza lero ndi wodzala ndi chiyembekezo komanso ali ndi tsogolo. Ndasangalala ndi malamulo omwe akugwiritsidwa ntchito pozindikira kuti sitimathana ndi ziwawa pochita nkhondo koma pothana ndi chomwe chimayambitsa ziwawazo," iwo antero. "Anthu omwe ndakumana nawo lero ku malo osungirako anthu othawa kwawo akufuna kubwerera kwawo mwaulemu komanso alibwino. Njira imodzi yofuna kuthana ndi ziwawa si kupereka chiyembekezo chokha komatsogolo lenileni."
Nigerian authorities have been closing IDP camps since late last year and want to close all camps by 2026. More than 2 million people have been displaced from their homes since the start of the Boko Haram insurgency in 2009. 	Akuluakulu a ku Nigeria akhala akutseka malo osungirako anthu othawa kwawo kuyambira ku mapeto a chaka chatha ndipo akufuna kuti pofika m'chaka cha 2026 malo onsewa adzakhale atatsekedwa. Anthu oposa 2 miliyoni anathawa kwawo kuchoka m'chaka cha 2009 pomwe ziwawa za Boko Haram zinayamba.
But aid groups have been warning some communities may still be attacked. 	Magulu osamalira anthu achenjeza kuti madera ena akhonza kuchitidwabe chiwembu.
"There are multiple solutions when it comes to resettlement. We need to get people stabilized," said Adenike Oladosu, a climate justice activist, met with the U.N. secretary-general. "Climate change is leading to the rise of armed conflicts affecting people in the region and around and the need for us to see that we have more climate action and not always military action." 	"Pali njira zambiri pofuna kuthana ndi kusamuka. Anthu akuyenera kukhazikika," a Adenike Oladosu, omwe ndi womenyera ufulu wa chilengedwe, ananena izi atakumana ndi mlembi wa U.N. "Kusintha kwa nyengo ndi komwe kukubweretsa kusagwirizana  komwe kumakhudza anthu choncho tikuyenera kuzindikira kuti tikuyenera kuchitapo kanthu pa kusintha kwa nyengo osati pa ziwawa zokha."
The U.N. secretary-general ended his visit at the Abuja presidential village, where he met with President Muhammadu Buhari and his top Cabinet members. 	Mlembi wa U.N anamaliza ulendo wake poyendera mudzi wa pulezidenti komwe anakumana ndi pulezidenti Muhammadu Buhari ndi akuluakulu ake a boma ku Abuja.
	
	
Al-Shabab Raids African Union Military Base 	Al-Shabab iwukira maziko a asilikali a African Union.
Al-Shabab fighters stormed an African Union military base in the village of El-Baraf in Somalias Middle Shabelle region early Tuesday, local officials and security sources say. 	Lachiwiri mmawa gulu la Al-Shabab linakasokoneza malo omwe asilikari a African Union akukhala m'mudzi wa El-Baraf, pakati pa chigawo cha Shabelle, adindo a m'mudziwu ndi achitetezo ndiwo ananena izi.
Officials told VOA Somali that the militants briefly seized the base before withdrawing from it. State media said Burundian solders at the base repulsed the attack. 	Adindo awuza VOA Somali kuti zigawengazi sizinakhalitse pamalowa. Wofalitsa nkhani a boma ati asilikari a ku Burundi omwe anali pamalowa anathawa.
"The Federal Government of Somalia condemns in the strongest possible terms the heinous attack targeting the African Union Transition Mission in Somalia forward operating base in Elbaraf, Middle Shabelle," the Somali Ministry of Foreign Affairs posted on its official Facebook page. 	"Boma la ku Somalia likudzudzula mtchitidwe woyipa wolimbana ndi asilikari a African Union Transition Mission ku Somalia omwe akukhala ku Elbaraf, pakati pa Shabelle," unduna woona zakunja ku Somalia unanena izi pa tsamba lawo la mchezo la Facebook.
"We extend our deepest condolences to the victims of this terrorist attack and their families." 	"Tikupepesa onse omwe akhudzidwa ndi ziwawazi komanso mabanja awo."
The Mayor of El-Baraf, Abdullahi Haji Muhumed, said the militants started their attack with two suicide truck bombs. He said the militants then fought their way onto the base. 	Mfumu ya mzinda wa El-Baraf, a Abdullahi Haji Muhumed, ati zigawengazi zinayamba upanduwu pophulitsa mabomba awiri kenako kupita komwe kunali asilikari.
Al-Shabab claimed the killing of 173 African Union forces. The group also claimed responsibility for capturing AU forces as prisoners-of-war. Both claims could not be independently verified. AU force headquarters and Somali military officials could not be immediately reached for comment. 	Al-Shabab yati inapha asilikari 173 a African Union. Gululi lavomerezanso kuti ndilo linagwira asilikari a AU kuti akhale akaidi awo owathandizira kumenya nkhondo, koma izi sizinatsimikizidwe. Likulu la asilikari a AU komanso adindo a asilikari a ku Somali sanapezeke kuti ayankhulepo pa nkhaniyi.
In an interview with VOA, Muhumed, who was not at the village at the time of the attack, said he was told there were "many deaths" among Burundian forces but could not give an exact figure. 	Poyankhula ndi VOA, a Muhumed ati iwo sanali m'mudzimu pamene ziwawazi zimachitika. Iwo ati, "inali nkondo yoopsa."
"Fighting like this never happened in this area," he said. "It was heavy fighting." 	"Sitinaonepo nkhondo ngati imeneyi," iwo anatero. "Inali nkhondo yayikulu."
He said two civilians were also killed and more than 10 others injured. 	Iwo anati anthu awiri anaphedwa ndipo ena oposera khumi anavulazidwa.
Muhumed confirmed to VOA that al-Shabab militants withdrew from the base. He also reported airstrikes targeting the militants as they left the base but did not say who was responsible for the strikes. 	A Muhumed atsimikizira VOA kuti zigawenga za Al-Shabab zinachokadi kumalowa. Iwo anenanso kuti panthawi yomwe zigawengazi zimachoka pamalopa, panali ndege zomwe zimawalondola koma sanatchule mwini wa ndegezo.
El-Baraf, approximately 150 kilometers north of Mogadishu, is one of the forward operating bases of African Union forces from Burundi. 	El-Baraf, yomwe ili pafupifupi makilomita 150 kumpoto kwa Mogadishu, ndi limodzi la madera omwe asilikari a African Union ochokera ku Burundi amakhalako.
The incident marked the first major al-Shabab attack on AU forces since the mission changed its name and operational structures last month. 	Aka kanali koyamba kuti Al-Shabab ichite zaupandu kwa asilikari a AU kuchokera nthawi yomwe AU inasintha dzina komanso magwiridwe ake a ntchito mwezi watha.
The U.N. Security Council, which authorized the new mission called the African Union Transition Mission in Somalia (ATMIS), gives it a mandate to reduce the threat posed by al-Shabab, support the capacity-building of Somali security forces, and conduct a phased handover of security responsibilities to Somalia. The mission has until the end of 2024 to operate in the country. 	Khonsolo ya chitetezo ya U.N, yomwe inapereka chilolezo kwa bungwe latsopano la African Union Transition Mission in Somalia (ATMIS), lapereka ulamuliro kwa bungweli kuti lichepetse ziopsezo za Al-Shabab, kuthandiza kuwonjezera chiwerengero cha asilikari a ku Somalia komanso kusiya udindo wachitetezo mmanja mwa dziko la Somalia. Bungweli likhala likugwira ntchito m'dzikomo mpaka kumapeto kwa chaka cha 2024.
	
	
India’s Muslims Mark Eid al-Fitr Amid Community Violence 	Asilamu a ku India achita chikondwelero cha Eid al-Fitr nthawi ya ziwawa.
Muslims across India marked Eid al-Fitr on Tuesday by offering prayers outside mosques, even as the celebrations this year came in the backdrop of a series of recent attacks against the community during the month of Ramadan. 	Asilamu m'dziko la India amakondwelera Eid al-Fitr lachiwiri pochita mapemphero panja pa mizikiti yawo ngakhalekuti chikondwerelo cha chaka chino chinali ndi zovuta zake kutsatira zachiwembu zomwe zinachitika m'derali m'mwezi wa Ramadan. 
"We will not have the same kind of festivity" this time, said Mohammad Habeeb ur Rehman, a civil engineer in Indias financial capital, Mumbai. "This is the most painful Eid with worst memories for Indian Muslims." 	"Sitidzakhalanso ndi chikondwelero cha mtundu wotere," a Mohammad Habeeb ur Rehman, omwe amagwira ntchito yoyang'anira mamangwidwe a zinthu ku Mumbai ndiwo ananena izi. "Eid imeneyi ndiyowawa chifukwa ikukumbutsa asilamu a ku India zomwe zinachitika."
Anti-Muslim sentiment and attacks have surged across the country in the last month, including stone throwing between Hindu and Muslim groups during religious processions and subsequent demolitions of a number of properties mostly belonging to Muslims by authorities. 	Kudana ndi asilamu komanso ziwembu zakhala zikuchitika m'dzikoli mwezi watha kuphatikizapo kugendana miyala pakati pa anthu a mtundu wa chi Hindu ndi magulu a asilamu mapemphero ali nkati komanso akuluakulu kugwetsa nyumba za asilamu
The community, which makes up 14% of Indias 1.4 billion population, is reeling from vilification by hard-line Hindu nationalists who have long espoused an anti-Muslim stance. Some leaders of Indias ruling Hindu nationalist Bharatiya Janata Party have tacitly supported the violence, while Prime Minister Narendra Modi has so far been silent about it. Eid al-Fitr is typically marked with communal prayers, celebratory gatherings around festive meals and new clothes, but celebrations in India for the past two years have been marred by COVID-19 restrictions. 	Anthu 14 pa 100 aliwonse mu chiwerengero cha anthu 1.4 billion a ku India amachokera m'derali. Anthu a mtundu wa chi Hindu akhala akuyipitsa mbiri ya derali kamba koti amadana ndi asilamu. Atsogoleri a chipani cholamula cha Bharatiya Janata, chomwe ndi cha anthu a mtundu wa chi Hindu, akuthandizira nawo ziwawazi mwakachetechete pamene pulezidenti Narendra Modi sanayankhulepo kanthu pankhaniyi. Pokondwerela Eid al-Fitr, pamakhala mapemphero, maphwando komanso zovala zatsopano koma mu zaka ziwiri zapitazi, mwambowu wakhala ukusokonekera kamba ka ziletso za COVID-19 ku India.
In Indian-controlled Kashmir, the Muslim festival has been subdued for the past three years because of an unprecedented military lockdown after India stripped the regions semi-autonomy in 2019, followed by the pandemic. The region also saw a rise in violence during Ramadan, with at least 20 militants, two civilians and five police and soldiers killed. 	Mwambo wa asilamu ku India wa Kashmir wakhala usakuchitika kwa zaka zitatu zapitazo kamba ka ziletso zomwe zinabwera pofuna kupewa mliri wa COVID-19. Ziwawa zambiri zinachitika panthawi ya Ramadan pomwe zigawenga makumi awiri, anthu awiri, apolisi asanu komanso asilikari anaphedwa.
"As we prepare to celebrate Eid, a strong sense of collective loss jars at us," said Bashir Ahmed, a businessman in Srinagar. 	"Pamene tikukonzekera kusangalala mwambo wa Eid, tikumakhala ndi chikumbumtima cha imfa," anatero a Bashir Ahmed wochita malonda ku Srinagar.
Kashmir is the Muslim-majority disputed region where a violent insurgency against Indian rule and New Delhis brutal crackdown has raged for over three decades. Tens of thousands of people have died in the conflict. 	Kashmir ndi chigawo chomwe chili ndi asilamu ochuluka, komwenso kwakhala kuli ziwawa zowukira ulamuliro wa ku India, komanso kuchitiridwa nkhanza kwa mzinda wa New Delhi kwa zaka zoposa makumi atatu.
Meanwhile in the capital, New Delhi, hundreds assembled in the Jama Masjid, one of Indias largest mosques, while offering Eid prayers there for the first time in over two years due to pandemic restrictions. Families came together early on Tuesday morning while many people shared hugs and wishes. 	Izi zili chomwechi, anthu mazana mazana anasonkhana ku umodzi mwa mizikiti yayikulu ku India, ku Jama ku New Delhi, kuchita mapemphero a Eid koyamba mu zaka ziwiri kamba ka ziletso za mliri wa COVID-19. Mabanja anabwera pamodzi lachiwiri mmawa ndipo kunali kukumbatirana ndi kuuzana zofuna.
	
	
Beijing Residents Brace for COVID-19 Lockdown 	Anthu okhala ku Beijing akonzekera m'bidikiro wa COVID-19.
Unlike Shanghai, Beijing has yet to require that all its residents remain at home to contain the spread of COVID-19. Nevertheless, many people in its Chaoyang district and elsewhere are preparing for that possibility. 	Kusiyana ndi ku Shanghai, okhala ku Beijing akuyenera kukhala kunyumba kuti apewe kufala kwa COVID-19. Komabe anthu ambiri okhala m'boma la Chaoyang ndi kwina konse akukonzekera chiletsochi.
