eng	pcm
We are going to address a press conference on this.	We go address press conference on top dis
He also said he was not moved by the threat of legal action against him even as he dismissed the allegation of cornering N5m.	Him even tok say hin no dey move by di threat of legal action wey dey against am even as hin dismiss di allegation N5m wey dey corner corner
He had threatened that earlier and now petitions have been written against them to the EFCC, Force CID and people have been begging on their behalf.	Him don threaten earlier and now dey don write petition against dem to EFCC, Force CID and pipo don dey beg on dia behalf
We have to call those that have been begging on their behalf that they have not shown any remorse.	We suppose call di pipo wey don dey beg on dia behalf say dem neva show any kind remorse
I have just told you the truth and nothing but the truth.	I just tell u di truth and nothing wey pass di truth
We need to sanitize civil society.	we go need sanitize dem civil soiety
They should just feel remorse and come out to say we are sorry.	dey suppose feel remorse and kom out kon say dem dey sorry
It was even suggested that they should be ostracized from the activities of civil society,he said.	Dey even suggest say dey suppose ostractize from di activity of civil society hin tok
Attempt to implicate Odumakin family	Na attempt to implicate Odumakin family
The accountability committee later issued another statement, saying the claim made by Bamiji was an unsubstantiated story designed to implicate Odumakin family.	Di accountability committee later kom issue anoda statement, say di claim wey Bamji make na unsubstantiated tori wey dem design to implicate Odumakin family
It insisted that the sum of N9.3m out of N9.9m raised by the committee was blown on burial jamboree.	e insist say di sum of N9.3m wey dey out of di N9.9m wey di committee raise na e dem blow on top burial jamboree
On the N5m alleged to have been cornered, it said, The only place where the sum of N5m was mentioned is in the budget itself and was listed as donation by the Lagos State Government towards the burial of late Comrade Yinka Odumakin.	on top N5m wey dey tok say dey don corner, hin tok say,di only place wey di sum of N5m wey dey mention dey di budget and na e dem list as donation by Lagos State goment toward di burial of late Odumakin
Other South West Governors of  Ekiti and Osun States made donations of a  staggering N1, 000,000.00k and N2.500.000.00k respectively for the same purpose.	Oda South West Governor wey dem be Ekiti and Osun State make donation of staggerin N1,000,000.00k and N2.500.000.00k respectively on top di same purpose
Details of the income and expenditures analysis as submitted by Wale Okunniyi and Awa Bamiji, shall be affixed here under for our perusal.	Details of di income and thins wey dem buy analysis as Wale Okunniyi and Awa Bamiji submit am, go dey here wer we go fit peruse am.
Meanwhile, the total amount donated by three (3) South West Governors, (N8.5m naira only in total) was all listed as part of the total money lavishly wasted on frivolous expenses, multiple charges for same items, heavily padded relevant and irrelevant materials, overloading and highly overcharged provisions for non existing expenditures	Meanwhile, di total amount wey three (3) South West Governors donate, (N8.5m naira only for total) na him dey list as part of di total money wey dem waste on top yeye thins, multiple charges for di same thin, heavily padded relevant and irrelevant material dem, overloadin and  provisions wey dey don too ovacharge for non existin expenditures
